Unit,AbstractUnit,Role,TestClass,PhoneticScore,Occurrences,TextCount,TopRegion,TopSite,TopSymbol,TopType,TopMaterial,Frames,SemanticFrames,ExampleTexts
861-368,C02-R04,InitialFiller,ControlOrLowPriority,0.314,2,2,Lower Indus:2,Mohenjo-daro:2,Bull:1; Other:1,SEAL:1; TAB:1,Steatite:1; Copper:1,<START>|001:2,ClassifierSlotTerminalFormula:2,M-806@Mohenjo-daro/Bull; M-573@Mohenjo-daro/Other
634-840-032-384,R251-R10-A07-R27,PreTerminalFiller,ControlOrLowPriority,0.312,1,1,Lower Indus:1,Chanhu-daro:1,Unknown:1,SEAL:1,Steatite:1,032|740:1,TerminalFormula:1,C-29@Chanhu-daro/Unknown
590-405,A08-R01,PreTerminalFiller,ControlOrLowPriority,0.309,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,032|740:1,TerminalFormula:1,H-1657@Harappa/Bull
741-350-504,A03-R11-R45,TerminalFiller,ControlOrLowPriority,0.308,2,2,Inter-Riverine:2,Harappa:2,Unknown:2,TAB:2,Steatite:2,060|<END>:2,LowEvidenceSequence:2,H-2127@Harappa/Unknown; H-2128@Harappa/Unknown
233-235-705-033-520,A04-M01-A13-A11-T02,TerminalFiller,ControlOrLowPriority,0.3,1,1,Lower Indus:1,Mohenjo-daro:1,Gaur:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1226@Mohenjo-daro/Gaur
235-240-740-090,M01-A02-T01-A10,TerminalFiller,ControlOrLowPriority,0.3,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-865@Mohenjo-daro/Bull
760-740-194-740-817,A16-T01-R177-T01-C03,TerminalFiller,ControlOrLowPriority,0.3,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-165@Mohenjo-daro/Bull
001-590-390-740,A05-A08-M02-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Composite Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-300@Mohenjo-daro/Composite Bull
070-003-900-032-405,R20-M05-R06-A07-R01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,002|<END>:1,LowEvidenceSequence:1,H-141@Harappa/Unknown
176-605-338-740,R02-R137-R205-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-372@Mohenjo-daro/Unknown
216-861-367,R183-C02-R209,InitialFiller,ControlOrLowPriority,0.298,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,<START>|001:1,ClassifierSlotTerminalFormula:1,H-155@Harappa/Unknown
233-705-033-550-527,A04-A13-A11-R15-T04,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1299@Mohenjo-daro/Unknown
240-440-740,A02-R38-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,H-411@Harappa/Bull
240-550-527,A02-R15-T04,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-42@Mohenjo-daro/Bull
456-100-740,R90-A15-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-1264@Mohenjo-daro/Unknown
798-233-790-900-740,A14-A04-R100-R06-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-157@Mohenjo-daro/Bull
798-240-231-388-740,A14-A02-R21-R33-T01,TerminalFiller,ControlOrLowPriority,0.298,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,H-26@Harappa/Bull
820-002-806,C01-A01-M06,InitialFiller,ControlOrLowPriority,0.298,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,<START>|240:1,ClassifierSlotTerminalFormula:1,H-649@Harappa/Unknown
125-920-700-326-090,R05-M04-R138-R204-A10,TerminalFiller,ControlOrLowPriority,0.296,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,H-1710@Harappa/Unknown
140-920-055,M07-M04-R23,InitialFiller,ControlOrLowPriority,0.296,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,H-1710@Harappa/Unknown
219-070-520,R184-R20-T02,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1661@Mohenjo-daro/Bull
233-555-527-061-405,A04-R40-T04-R29-R01,TerminalFiller,ControlOrLowPriority,0.296,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,235|<END>:1,ClassifierSlotTerminalFormula:1,H-21@Harappa/Bull
240-232-140-615-590,A02-R113-M07-R98-A08,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Chanhu-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,C-11@Chanhu-daro/Bull
324-920-740,R120-M04-T01,TerminalFiller,ControlOrLowPriority,0.296,1,1,Gujarat/Kutch:1,Desalpur:1,Unknown:1,SEAL:1,Unknown:1,233|<END>:1,ClassifierSlotTerminalFormula:1,Dlp-1@Desalpur/Unknown
415-220-740-679,R13-A09-T01-R35,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,ClassifierSlotTerminalFormula:1,M-634@Mohenjo-daro/Bull
741-002-140-269-036,A03-A01-M07-R53-R151,TerminalFiller,ControlOrLowPriority,0.296,1,1,Inter-Riverine:1,Kalibangan:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,K-4@Kalibangan/Bull
741-003-429,A03-M05-R223,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Chanhu-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,C-16@Chanhu-daro/Bull
741-017-390,A03-R17-M02,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Gaur:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,M-247@Mohenjo-daro/Gaur
817-002-806-235,C03-A01-M06-M01,InitialFiller,ControlOrLowPriority,0.296,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,<START>|233:1,ClassifierSlotTerminalFormula:1,H-21@Harappa/Bull
817-013,C03-R63,InitialFiller,ControlOrLowPriority,0.296,1,1,Gujarat/Kutch:1,Desalpur:1,Unknown:1,SEAL:1,Unknown:1,<START>|240:1,ClassifierSlotTerminalFormula:1,Dlp-1@Desalpur/Unknown
820-002-235-240-231,C01-A01-M01-A02-R21,InitialFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,<START>|520:1,ClassifierSlotTerminalFormula:1,M-314@Mohenjo-daro/Unknown
820-140-820-812-820,C01-M07-C01-R141-C01,InitialFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,ClassifierSlotTerminalFormula:1,M-634@Mohenjo-daro/Bull
953,R305,TerminalFiller,ControlOrLowPriority,0.296,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,817|<END>:1,ClassifierSlotTerminalFormula:1,M-314@Mohenjo-daro/Unknown
031-157,M03-R172,TerminalFiller,ControlOrLowPriority,0.295,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Unknown:1,002|<END>:1,LowEvidenceSequence:1,M-1825@Mohenjo-daro/Bull
233-511-269-740,A04-R232-R53-T01,TerminalFiller,ControlOrLowPriority,0.295,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-31@Mohenjo-daro/Bull
240-231-585-740,A02-R21-R24-T01,TerminalFiller,ControlOrLowPriority,0.295,1,1,Other:1,Unknown:1,Bull:1,SEAL:1,Unknown:1,060|<END>:1,ClassifierSlotTerminalFormula:1,-@Unknown/Bull
315-063-220-820,R117-R155-A09-C01,InitialFiller,ControlOrLowPriority,0.295,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Unknown:1,<START>|001:1,ClassifierSlotTerminalFormula:1,M-1843@Mohenjo-daro/Bull
004-900-154,R28-R06-R51,TerminalFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Unknown:1,001|<END>:1,LowEvidenceSequence:1,M-1835@Mohenjo-daro/Bull
032-226-685-865,A07-R112-R259-R292,TerminalFiller,ControlOrLowPriority,0.294,1,1,Gujarat/Kutch:1,Lothal:1,Goat:2:1,SEAL:1,Steatite:1,741|<END>:1,LowEvidenceSequence:1,L-48@Lothal/Goat:2
097-161,R160-R107,TerminalFiller,ControlOrLowPriority,0.294,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,741|<END>:1,LowEvidenceSequence:1,H-1666@Harappa/Bull
202-645,R111-R25,TerminalFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,InitialClassifierFormula:1,M-1762@Mohenjo-daro/Bull
233-550,A04-R15,TerminalFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Zebu:1,SEAL:1,Steatite:1,235|<END>:1,LowEvidenceSequence:1,M-1113@Mohenjo-daro/Zebu
240-350-504,A02-R11-R45,TerminalFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Elephant:1,SEAL:1,Steatite:1,002|<END>:1,InitialClassifierFormula:1,M-285@Mohenjo-daro/Elephant
458,R225,InitialFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|390:1,LowEvidenceSequence:1,M-1712@Mohenjo-daro/Bull
904-832,R19-R42,TerminalFiller,ControlOrLowPriority,0.294,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,InitialClassifierFormula:1,M-205@Mohenjo-daro/Bull
012-440,R148-R38,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,ClassifierSlotTerminalFormula:1,M-1677@Mohenjo-daro/Bull
031-241-400,M03-R187-T03,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-202@Mohenjo-daro/Bull
031-705-033-368,M03-A13-A11-R04,TerminalFiller,ControlOrLowPriority,0.293,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Steatite:1,741|<END>:1,LowEvidenceSequence:1,H-369@Harappa/Unknown
032-382-520,A07-R71-T02,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1677@Mohenjo-daro/Bull
033-820,A11-C01,InitialFiller,ControlOrLowPriority,0.293,1,1,Gujarat/Kutch:1,Gola Dhoro (Bagasra):1,Bull:1,SEAL:1,Unknown:1,<START>|240:1,ClassifierSlotTerminalFormula:1,-@Gola Dhoro (Bagasra)/Bull
123-065,R167-R103,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Tigr:1,SEAL:1,Steatite:1,<START>|741:1,ClassifierSlotTerminalFormula:1,M-288@Mohenjo-daro/Tigr
165-831-861-002,R66-R78-C02-A01,InitialFiller,ControlOrLowPriority,0.293,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,SEAL:1,Unknown:1,<START>|233:1,ClassifierSlotTerminalFormula:1,H-688@Harappa/Unknown
176-740-090-820,R02-T01-A10-C01,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Tigr:1,SEAL:1,Steatite:1,741|<END>:1,ClassifierSlotTerminalFormula:1,M-288@Mohenjo-daro/Tigr
233-705-033-031-046,A04-A13-A11-M03-R153,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,M-840@Mohenjo-daro/Bull
233-740-090,A04-T01-A10,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-944@Mohenjo-daro/Bull
235-233-705-033-520,M01-A04-A13-A11-T02,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Rhinoceros:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-1906@Mohenjo-daro/Rhinoceros
235-240-455-740,M01-A02-R44-T01,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-808@Mohenjo-daro/Bull
235-240-923-740,M01-A02-R26-T01,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-1760@Mohenjo-daro/Bull
319-705,R118-A13,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Unknown:1,<START>|741:1,ClassifierSlotTerminalFormula:1,M-880@Mohenjo-daro/Bull
374-920,R88-M04,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,M-840@Mohenjo-daro/Bull
443-740-550-527,R89-T01-R15-T04,TerminalFiller,ControlOrLowPriority,0.293,1,1,Gujarat/Kutch:1,Lothal:1,Unknown:1,SEAL:1,Agate:1,060|<END>:1,ClassifierSlotTerminalFormula:1,L-122@Lothal/Unknown
603-861-002-803-798,R246-C02-A01-A12-A14,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|233:1,ClassifierSlotTerminalFormula:1,M-714@Mohenjo-daro/Bull
705-033-017-585-740,A13-A11-R17-R24-T01,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,233|<END>:1,ClassifierSlotTerminalFormula:1,M-714@Mohenjo-daro/Bull
817-368-060,C03-R04-A06,InitialFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|233:1,ClassifierSlotTerminalFormula:1,M-944@Mohenjo-daro/Bull
820-031,C01-M03,InitialFiller,ControlOrLowPriority,0.293,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,TAB:1,Unknown:1,<START>|001:1,ClassifierSlotTerminalFormula:1,H-1198@Harappa/Unknown
861-741,C02-A03,InitialFiller,ControlOrLowPriority,0.293,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Unknown:1,<START>|240:1,ClassifierSlotTerminalFormula:1,H-102@Harappa/Bull
877-861-740,R81-C02-T01,TerminalFiller,ControlOrLowPriority,0.293,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Unknown:1,741|<END>:1,ClassifierSlotTerminalFormula:1,M-880@Mohenjo-daro/Bull
467-806-155,R130-M06-R171,TerminalFiller,ControlOrLowPriority,0.292,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,M-1683@Mohenjo-daro/Bull
635-706-760-595-820,R252-R09-A16-R46-C01,InitialFiller,ControlOrLowPriority,0.292,1,1,Lower Indus:1,Mohenjo-daro:1,Zebu:1,SEAL:1,Steatite:1,<START>|001:1,InitialClassifierFormula:1,M-1103@Mohenjo-daro/Zebu
707,R265,InitialFiller,ControlOrLowPriority,0.292,1,1,Lower Indus:1,Mohenjo-daro:1,Bull2:1,SEAL:1,Steatite:1,<START>|390:1,LowEvidenceSequence:1,M-232@Mohenjo-daro/Bull2
741-005-368,A03-R49-R04,TerminalFiller,ControlOrLowPriority,0.292,1,1,Gujarat/Kutch:1,Dholavira:1,Bull:1,SEAL:1,Unknown:1,060|<END>:1,LowEvidenceSequence:1,-@Dholavira/Bull
741-240-232,A03-A02-R113,TerminalFiller,ControlOrLowPriority,0.292,1,1,Inter-Riverine:1,Harappa:1,Elephant:1,SEAL:1,Unknown:1,060|<END>:1,LowEvidenceSequence:1,H-89@Harappa/Elephant
741-240-350-504,A03-A02-R11-R45,TerminalFiller,ControlOrLowPriority,0.292,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,M-1757@Mohenjo-daro/Bull
845-407,R62-R12,TerminalFiller,ControlOrLowPriority,0.292,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,233|<END>:1,LowEvidenceSequence:1,M-1953@Mohenjo-daro/Unknown
003-405,M05-R01,TerminalFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,060|<END>:1,InitialClassifierFormula:1,M-1364@Mohenjo-daro/Unknown
031-105,M03-R163,TerminalFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,InitialClassifierFormula:1,M-875@Mohenjo-daro/Bull
142-156,R50-T06,TerminalFiller,ControlOrLowPriority,0.291,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,L-21@Lothal/Bull
220-798-740,A09-A14-T01,TerminalFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-1768@Mohenjo-daro/Bull
564-740,R96-T01,TerminalFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Zebu:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-1104@Mohenjo-daro/Zebu
773-740,R60-T01,TerminalFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,ClassifierSlotTerminalFormula:1,M-750@Mohenjo-daro/Bull
820-002-798,C01-A01-A14,InitialFiller,ControlOrLowPriority,0.291,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|240:1,ClassifierSlotTerminalFormula:1,M-50@Mohenjo-daro/Bull
001-003-422,A05-M05-R219,TerminalFiller,ControlOrLowPriority,0.29,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,L-36@Lothal/Bull
003-427,M05-R222,TerminalFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,M-1724@Mohenjo-daro/Bull
055-220-091,R23-A09-R65,InitialFiller,ControlOrLowPriority,0.29,1,1,Persian Gulf:1,Saar:1,Unknown:1,SEAL:1,Unknown:1,<START>|001:1,LowEvidenceSequence:1,-@Saar/Unknown
093-031,R159-M03,TerminalFiller,ControlOrLowPriority,0.29,1,1,Persian Gulf:1,Saar:1,Unknown:1,SEAL:1,Unknown:1,001|<END>:1,LowEvidenceSequence:1,-@Saar/Unknown
150-416,R85-R34,TerminalFiller,ControlOrLowPriority,0.29,1,1,Iranian Plateau:1,Susa:1,Gaur:1,SEAL:1,Unknown:1,002|<END>:1,LowEvidenceSequence:1,-@Susa/Gaur
250-542,R52-R237,InitialFiller,ControlOrLowPriority,0.29,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,H-7@Harappa/Bull
272-033-744,R87-A11-R269,InitialFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,<START>|240:1,LowEvidenceSequence:1,M-411@Mohenjo-daro/Unknown
309-165,R116-R66,InitialFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,M-1724@Mohenjo-daro/Bull
415-100-820-595,R13-A15-C01-R46,TerminalFiller,ControlOrLowPriority,0.29,1,1,Inter-Riverine:1,Harappa:1,Gaur:1,SEAL:1,Steatite:1,741|<END>:1,InitialClassifierFormula:1,H-80@Harappa/Gaur
503,R39,TerminalFiller,ControlOrLowPriority,0.29,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,233|<END>:1,LowEvidenceSequence:1,H-1052@Harappa/Bull
645-286,R25-R196,TerminalFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,InitialClassifierFormula:1,M-976@Mohenjo-daro/Bull
692-440-920,R18-R38-M04,TerminalFiller,ControlOrLowPriority,0.29,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,001|<END>:1,LowEvidenceSequence:1,H-7@Harappa/Bull
720-405-065-060,R140-R01-R103-A06,InitialFiller,ControlOrLowPriority,0.29,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,L-36@Lothal/Bull
817-368,C03-R04,InitialFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,InitialClassifierFormula:1,M-976@Mohenjo-daro/Bull
820-090-480,C01-A10-R72,InitialFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Buff:1,SEAL:1,Steatite:1,<START>|001:1,InitialClassifierFormula:1,M-268@Mohenjo-daro/Buff
840-390,R10-M02,TerminalFiller,ControlOrLowPriority,0.29,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,233|<END>:1,LowEvidenceSequence:1,M-411@Mohenjo-daro/Unknown
850-315,R80-R117,InitialFiller,ControlOrLowPriority,0.29,1,1,Inter-Riverine:1,Harappa:1,Gaur:1,SEAL:1,Steatite:1,<START>|741:1,InitialClassifierFormula:1,H-80@Harappa/Gaur
924,R300,InitialFiller,ControlOrLowPriority,0.29,1,1,Iranian Plateau:1,Susa:1,Gaur:1,SEAL:1,Unknown:1,<START>|001:1,LowEvidenceSequence:1,-@Susa/Gaur
015-140,R149-M07,TerminalFiller,ControlOrLowPriority,0.289,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,TAG:1,Clay:1,001|<END>:1,LowEvidenceSequence:1,L-142@Lothal/Bull
091-032,R65-A07,InitialFiller,ControlOrLowPriority,0.289,1,1,Persian Gulf:1,Karzakan:1,Gaur:1,SEAL:1,Unknown:1,<START>|001:1,LowEvidenceSequence:1,-@Karzakan/Gaur
692-031,R18-M03,InitialFiller,ControlOrLowPriority,0.289,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,TAG:1,Clay:1,<START>|001:1,LowEvidenceSequence:1,L-142@Lothal/Bull
741-530,A03-R56,InitialFiller,ControlOrLowPriority,0.289,1,1,Inter-Riverine:1,Harappa:1,Unknown:1,TAB:1,Faience:1,<START>|390:1,PrimeEntityAdministrativeFormula:1,H-773@Harappa/Unknown
804,R281,TerminalFiller,ControlOrLowPriority,0.289,1,1,Lower Indus:1,Mohenjo-daro:1,Gaur:1,SEAL:1,Steatite:1,233|<END>:1,LowEvidenceSequence:1,M-250@Mohenjo-daro/Gaur
139,R170,InitialFiller,ControlOrLowPriority,0.288,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,M-386@Mohenjo-daro/Unknown
236-832-033,R86-R42-A11,TerminalFiller,ControlOrLowPriority,0.288,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,741|<END>:1,LowEvidenceSequence:1,M-139@Mohenjo-daro/Bull
240-636-255-817,A02-R48-R07-C03,TerminalFiller,ControlOrLowPriority,0.288,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,InitialClassifierFormula:1,M-141@Mohenjo-daro/Bull
402,R214,TerminalFiller,ControlOrLowPriority,0.288,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,741|<END>:1,LowEvidenceSequence:1,M-1233@Mohenjo-daro/Unknown
586-561-745,R245-R243-R77,InitialFiller,ControlOrLowPriority,0.288,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,<START>|001:1,LowEvidenceSequence:1,M-1262@Mohenjo-daro/Unknown
003-003,M05-M05,InitialFiller,ControlOrLowPriority,0.287,1,1,Eastern Headwaters:1,Bhirrana:1,Buff:1,SEAL:1,Unknown:1,<START>|390:1,LowEvidenceSequence:1,-@Bhirrana/Buff
003-220-760-151,M05-A09-A16-T05,TerminalFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,H-1043@Harappa/Bull
031-233-520,M03-A04-T02,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Elephant:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1161@Mohenjo-daro/Elephant
031-243-151,M03-R69-T05,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-160@Mohenjo-daro/Bull
