Probe,Side,Unit,TextId,CISI,Frame,TargetFrame,Site,Type,Symbol,Material,SemanticFrame,ReadingTokens,StructuralParse
240-482 :: 240-176,Anchor,240-482,1697.1,H-808,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Anchor,240-482,3970.1,H-1130,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Anchor,240-482,3971.1,H-1131,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Anchor,240-482,729.2,H-2010,002|740,002|740,Harappa,TAB,Bull,Faience,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Anchor,240-482,937.2,H-2011,002|740,002|740,Harappa,TAB,Bull,Clay,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Neighbor,240-176,2809.1,M-289,002|740,002|740,Mohenjo-daro,SEAL,Tigr,Steatite,PrimeEntitySealFormula,817-002-240-176-740,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-176] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-176,Neighbor,240-176,1413.1,H-408,002|740,002|740,Harappa,SEAL,Bull,Steatite,PrimeEntitySealFormula,503-702-002-240-176-740,PRODUCTIVE_SLOT(<START>_240)[503-702-002] | PRIME_ENTITY_SLOT(002_740)[240-176] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,2801.1,M-280,002|740,002|740,Mohenjo-daro,SEAL,Elephant,Steatite,PrimeEntitySealFormula,140-920-944-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[140-920-944-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,1695.1,H-806,002|740,002|740,Harappa,TAB,Unknown,Clay,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,1696.1,H-807,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,1697.1,H-808,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,3970.1,H-1130,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,3971.1,H-1131,002|740,002|740,Harappa,TAB,Unknown,-,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,729.2,H-2010,002|740,002|740,Harappa,TAB,Bull,Faience,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Anchor,240-482,937.2,H-2011,002|740,002|740,Harappa,TAB,Bull,Clay,PrimeEntityAdministrativeFormula,861-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Neighbor,240-773,3133.1,M-706,002|740,002|740,Mohenjo-daro,SEAL,Bull,Steatite,PrimeEntitySealFormula,031-861-002-240-773-740,PRODUCTIVE_SLOT(<START>_240)[031-861-002] | PRIME_ENTITY_SLOT(002_740)[240-773] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 240-773,Neighbor,240-773,3372.1,M-979,002|740,002|740,Mohenjo-daro,SEAL,Bull,Faience,PrimeEntitySealFormula,590-003-900-002-240-773-740,PRODUCTIVE_SLOT(<START>_240)[590-003-900-002] | PRIME_ENTITY_SLOT(002_740)[240-773] | 740:TERMINAL_TITLE_OR_SUFFIX
240-176 :: 235,Neighbor,235,1189.1,H-148,<START>|240,<START>|233,Harappa,SEAL,Unknown,Steatite,TerminalFormula,235-240-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-520]
240-176 :: 235,Neighbor,235,4232.1,-,<START>|520,<START>|233,Dholavira,SEAL,Bull,-,TerminalFormula,235-520,PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520]
240-176 :: 235,Neighbor,235,2294.1,M-1917,<START>|233,<START>|233,Mohenjo-daro,SEAL,Tigr,Steatite,TerminalFormula,235-233-555-527-400,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-555-527-400]
240-176 :: 235,Neighbor,235,3096.1,M-653,002|740,<START>|233,Mohenjo-daro,SEAL,Bull,Steatite,PrimeEntitySealFormula,861-002-235-740-679,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235] | PRODUCTIVE_SLOT(235_<END>)[740-679]
240-176 :: 235,Neighbor,235,70.1,C-70,<START>|240,<START>|233,Chanhu-daro,SEAL,Bull,Steatite,TerminalFormula,235-240-740-151-031-032,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-151-031-032]
240-176 :: 235,Neighbor,235,2060.1,L-111,<START>|240,<START>|233,Lothal,SEAL,Unknown,Shell,TerminalFormula,235-240-904-740,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-904-740]
240-176 :: 235,Neighbor,235,1182.1,H-141,<START>|233,<START>|233,Harappa,SEAL,Unknown,Steatite,LowEvidenceSequence,235-233-002-070-003-900-032-405,PRODUCTIVE_SLOT(<START>_233)[235] | 233:SLOT_INITIAL_MODIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[070-003-900-032-405]
240-176 :: 235,Neighbor,235,2337.1,M-1885,<START>|240,<START>|233,Mohenjo-daro,SEAL,Gaur,Steatite,TerminalFormula,235-240-055-151,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-055-151]
240-176 :: 235,Neighbor,235,2873.1,M-377,<START>|240,<START>|233,Mohenjo-daro,SEAL,Unknown,-,TerminalFormula,235-240-255-435-690-740,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-255-435-690-740]
240-176 :: 235,Neighbor,235,3357.1,M-962,<START>|240,<START>|233,Mohenjo-daro,SEAL,Bull,-,TerminalFormula,235-240-220-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-220-520]
240-176 :: 235,Neighbor,235,3468.1,M-1096,<START>|240,<START>|233,Mohenjo-daro,SEAL,Gaur,Steatite,TerminalFormula,235-240-455-740,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-455-740]
240-176 :: 235,Neighbor,235,3576.1,M-1269,<START>|240,<START>|233,Mohenjo-daro,SEAL,Unknown,-,TerminalFormula,235-240-706-033-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-706-033-520]
240-176 :: 235,Neighbor,235,2969.1,M-486,<START>|520,<START>|233,Mohenjo-daro,TAB,Composite/Multiple,Clay,TerminalFormula,235-520,PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520]
240-176 :: 235,Neighbor,235,2970.1,M-487,<START>|520,<START>|233,Mohenjo-daro,TAB,Composite/Multiple,Clay,TerminalFormula,235-520,PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520]
240-176 :: 235,Neighbor,235,574.1,H-2055,<START>|240,<START>|233,Harappa,TAB,S590,Steatite,TerminalFormula,235-240-740-090,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090]
240-176 :: 235,Neighbor,235,613.1,-,<START>|520,<START>|233,Harappa,POT,Unknown,Clay,TerminalFormula,235-520,PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520]
240-176 :: 235,Neighbor,235,666.1,H-2054,<START>|240,<START>|233,Harappa,TAB,S590,Steatite,TerminalFormula,235-240-740-090,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090]
240-176 :: 235,Neighbor,235,902.1,H-2020,<START>|240,<START>|233,Harappa,TAB,Gavial,Clay,TerminalFormula,235-240-740-090,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090]
240-176 :: 235,Neighbor,235,904.1,H-2019,<START>|240,<START>|233,Harappa,TAB,Gavial,Clay,TerminalFormula,235-240-740-090,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090]
240-176 :: 235,Neighbor,235,4216.1,-,<START>|520,<START>|233,Dholavira,SEAL,Unknown,-,TerminalFormula,235-520,PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520]
240-176 :: 235,Neighbor,235,3484.1,M-1113,<START>|233,<START>|233,Mohenjo-daro,SEAL,Zebu,Steatite,LowEvidenceSequence,235-233-550,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-550]
240-176 :: 235,Neighbor,235,3042.1,M-572,<START>|233,<START>|233,Mohenjo-daro,TAB,Other,Copper,TerminalFormula,235-233-222-740,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-222-740]
240-176 :: 235,Neighbor,235,3044.2,M-574,<START>|233,<START>|233,Mohenjo-daro,TAB,Other,Copper,TerminalFormula,235-233-222-740,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-222-740]
240-176 :: 235,Neighbor,235,3774.1,M-1521,<START>|233,<START>|233,Mohenjo-daro,TAB,Rhinoceros,Copper,TerminalFormula,235-233-222-740,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-222-740]
240-176 :: 235,Neighbor,235,3775.1,M-1522,<START>|233,<START>|233,Mohenjo-daro,TAB,Rhinoceros,Copper,TerminalFormula,235-233-222-740,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-222-740]
240-176 :: 235,Neighbor,235,2245.1,M-1890,<START>|240,<START>|233,Mohenjo-daro,SEAL,Gaur,Steatite,TerminalFormula,235-240-705-033-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-705-033-520]
240-176 :: 235,Neighbor,235,4008.1,M-1966,<START>|233,<START>|233,Mohenjo-daro,SEAL,Unknown,-,TerminalFormula,235-233-555-527,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-555-527]
240-176 :: 235,Neighbor,235,1660.1,H-768,<START>|233,<START>|233,Harappa,TAB,Unknown,Faience,TerminalFormula,235-233-705-033-740-400,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-705-033-740-400]
240-176 :: 048,Anchor,240-176,2809.1,M-289,002|740,002|740,Mohenjo-daro,SEAL,Tigr,Steatite,PrimeEntitySealFormula,817-002-240-176-740,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-176] | 740:TERMINAL_TITLE_OR_SUFFIX
240-176 :: 048,Anchor,240-176,1413.1,H-408,002|740,002|740,Harappa,SEAL,Bull,Steatite,PrimeEntitySealFormula,503-702-002-240-176-740,PRODUCTIVE_SLOT(<START>_240)[503-702-002] | PRIME_ENTITY_SLOT(002_740)[240-176] | 740:TERMINAL_TITLE_OR_SUFFIX
240-176 :: 048,Neighbor,048,3300.1,M-895,002|740,002|740,Mohenjo-daro,SEAL,Bull,Steatite,PrimeEntitySealFormula,817-002-048-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[048] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 803,Neighbor,803,1923.1,K-62,<START>|233,<START>|233,Kalibangan,SEAL,Unknown,Terracotta,TerminalFormula,803-233-176-740,PRODUCTIVE_SLOT(<START>_233)[803] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-740]
240-482 :: 803,Neighbor,803,3453.1,M-1079,<START>|233,<START>|233,Mohenjo-daro,SEAL,Gaur,Steatite,TerminalFormula,803-233-706-033-760-740,PRODUCTIVE_SLOT(<START>_233)[803] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[706-033-760-740]
240-482 :: 803,Neighbor,803,3132.1,M-705,<START>|240,<START>|233,Mohenjo-daro,SEAL,Bull,Steatite,NameLikeTerminalFormula,803-240-772-740,PRODUCTIVE_SLOT(<START>_240)[803] | 240:SLOT_INITIAL_MODIFIER | NAME_LIKE_BLOCK[772-740]
240-482 :: 803,Neighbor,803,1265.1,H-240,<START>|233,<START>|233,Harappa,TAG,Unknown,Clay,TerminalFormula,803-233-032-904-740,PRODUCTIVE_SLOT(<START>_233)[803] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[032-904-740]
240-482 :: 803,Neighbor,803,3490.1,M-1119,002|740,<START>|233,Mohenjo-daro,SEAL,Zebu,Steatite,PrimeEntitySealFormula,741-820-002-803-740,741:SLOT_INITIAL_MODIFIER | 820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[803] | 740:TERMINAL_TITLE_OR_SUFFIX
240-482 :: 803,Neighbor,803,631.2,H-1842,<START>|233,<START>|233,Harappa,TAB,Unknown,Faience,TerminalFormula,803-233-176-435-690-740,PRODUCTIVE_SLOT(<START>_233)[803] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-435-690-740]
240-482 :: 806,Neighbor,806,2980.1,M-503,<START>|233,<START>|233,Mohenjo-daro,TAB,Unknown,Copper,TerminalFormula,806-233-176-740,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-740]
240-482 :: 806,Neighbor,806,3728.1,M-1449,<START>|233,<START>|233,Mohenjo-daro,TAB,Other,Copper,TerminalFormula,806-233-176-740,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-740]
240-482 :: 806,Neighbor,806,2981.1,M-504,<START>|233,<START>|233,Mohenjo-daro,TAB,Other,Copper,TerminalFormula,806-233-384-740,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[384-740]
240-482 :: 806,Neighbor,806,3059.2,M-597,<START>|233,<START>|233,Mohenjo-daro,TAB,Unknown,Copper,TerminalFormula,806-233-384-740,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[384-740]
240-482 :: 806,Neighbor,806,3790.1,M-1550,<START>|233,<START>|233,Mohenjo-daro,TAB,Unknown,Copper,TerminalFormula,806-233-384-740,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[384-740]
240-482 :: 806,Neighbor,806,2189.1,M-1953,<START>|233,<START>|233,Mohenjo-daro,SEAL,Unknown,Steatite,LowEvidenceSequence,806-233-845-407,PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[845-407]
