Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
255|003,255,003,6,3,435-690-740-900,0.5,0.9206,1,1,2,0.1667,1.0,0.5099,2495.1/M-1780/Mohenjo-daro; 3000.1/M-525/Mohenjo-daro; 3741.1/M-1475/Mohenjo-daro; 3742.1/M-1476/Mohenjo-daro; 3745.1/M-1479/Mohenjo-daro
740|003,740,003,6,3,900,0.5,0.9206,1,1,2,0.1667,1.0,0.5099,2876.1/M-380/Mohenjo-daro; 3000.1/M-525/Mohenjo-daro; 3741.1/M-1475/Mohenjo-daro; 3742.1/M-1476/Mohenjo-daro; 3745.1/M-1479/Mohenjo-daro
590|868,590,868,10,2,705,0.5,1.0,1,1,1,0.0,1.0,0.5086,234.1/-/Harappa; 390.1/H-2063/Harappa; 532.1/H-2069/Harappa; 647.2/H-2062/Harappa; 671.1/H-2066/Harappa
032|235,032,235,7,3,220,0.7143,0.7248,3,2,2,0.8571,0.7143,0.5075,1020.1/H-1657/Harappa; 2566.1/M-38/Mohenjo-daro; 3085.1/M-636/Mohenjo-daro; 3114.1/M-675/Mohenjo-daro; 3147.1/M-723/Mohenjo-daro
416|002,416,002,9,4,861,0.6667,0.7233,3,3,2,0.3333,0.8889,0.5073,476.2/H-2094/Harappa; 488.2/H-2097/Harappa; 518.2/H-2095/Harappa; 621.1/-/Harappa; 665.2/H-2096/Harappa
482|740,482,740,9,4,752,0.6667,0.7233,2,2,2,0.3333,0.8889,0.5073,1021.1/H-1774/Harappa; 1023.1/H-1793/Harappa; 1106.1/H-47/Harappa; 1230.1/H-199/Harappa; 1231.1/H-200/Harappa
240|407,240,407,9,4,845-061,0.6667,0.7233,2,2,3,0.2222,1.0,0.5073,1574.1/H-659/Harappa; 2481.1/-/Mohenjo-daro; 2536.1/M-7/Mohenjo-daro; 3038.1/M-567/Mohenjo-daro; 3039.1/M-568/Mohenjo-daro
220|407,220,407,9,4,845,0.6667,0.7233,2,2,2,0.4444,0.7778,0.5073,2063.1/L-114/Lothal; 2284.2/M-2053/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2983.1/M-507/Mohenjo-daro; 2984.1/M-508/Mohenjo-daro
240|090,240,090,23,4,740,0.7826,0.5267,4,3,4,0.3478,0.9565,0.506,217.1/H-294/Harappa; 574.1/H-2055/Harappa; 666.1/H-2054/Harappa; 902.1/H-2020/Harappa; 904.1/H-2019/Harappa
<START>|868,<START>,868,12,4,590-705,0.4167,0.825,1,1,1,0.0,0.8333,0.5057,234.1/-/Harappa; 287.2/H-1179/Harappa; 390.1/H-2063/Harappa; 532.1/H-2069/Harappa; 647.2/H-2062/Harappa
817|400,817,400,8,4,740,0.625,0.7744,3,3,4,0.25,0.875,0.5056,143.1/-/Dholavira; 801.2/H-2173/Harappa; 862.2/H-2070/Harappa; 1051.1/H-1182/Harappa; 1052.1/-/Harappa
861|803,861,803,8,3,002,0.75,0.6696,4,4,2,0.875,0.75,0.5044,130.1/-/Dholavira; 1024.2/H-1851/Harappa; 2257.1/M-656/Mohenjo-daro; 2604.1/M-77/Mohenjo-daro; 2645.1/M-118/Mohenjo-daro
590|151,590,151,8,3,390,0.75,0.6696,2,2,2,0.75,0.875,0.5044,1214.1/H-180/Harappa; 1214.2/H-180/Harappa; 1538.1/H-595/Harappa; 2344.1/M-1902/Mohenjo-daro; 3157.1/M-733/Mohenjo-daro
235|090,235,090,17,4,240-740,0.7647,0.57,2,2,4,0.2941,1.0,0.5028,574.1/H-2055/Harappa; 666.1/H-2054/Harappa; 902.1/H-2020/Harappa; 904.1/H-2019/Harappa; 1834.1/H-954/Harappa
740|840,740,840,6,2,400,0.6667,0.9183,3,2,2,0.3333,1.0,0.501,89.1/C-1/Chanhu-daro; 776.1/H-1958/Harappa; 907.1/H-1959/Harappa; 1207.1/H-172/Harappa; 1610.1/H-705/Harappa
817|032,817,032,12,4,002,0.75,0.6038,3,2,4,0.6667,0.6667,0.5004,98.1/C-10/Chanhu-daro; 463.1/H-1827/Harappa; 1181.1/H-140/Harappa; 1555.1/H-640/Harappa; 3144.1/M-720/Mohenjo-daro
706|520,706,520,18,3,033,0.8889,0.3876,3,3,2,1.0,0.9444,0.4997,138.1/-/Dholavira; 322.1/H-1027/Harappa; 1103.1/H-44/Harappa; 1112.1/H-53/Harappa; 1401.1/H-388/Harappa
176|400,176,400,54,5,740,0.8519,0.3723,3,2,5,0.037,0.963,0.4995,215.1/-/Harappa; 260.2/-/Harappa; 265.1/H-1273/Harappa; 267.1/-/Harappa; 415.2/H-1832/Harappa
002|482,002,482,11,4,240,0.7273,0.6388,2,2,2,0.3636,0.9091,0.4995,729.2/H-2010/Harappa; 937.2/H-2011/Harappa; 1695.1/H-806/Harappa; 1696.1/H-807/Harappa; 1697.1/H-808/Harappa
<START>|890,<START>,890,11,4,091-056-002-417,0.7273,0.6388,3,2,2,0.2727,1.0,0.4995,1067.1/H-6/Harappa; 1927.1/K-69/Kalibangan; 1928.1/K-70/Kalibangan; 1929.1/K-71/Kalibangan; 1930.1/K-72/Kalibangan
890|<END>,890,<END>,11,4,892,0.7273,0.6388,3,2,2,0.2727,1.0,0.4995,1067.1/H-6/Harappa; 1927.1/K-69/Kalibangan; 1928.1/K-70/Kalibangan; 1929.1/K-71/Kalibangan; 1930.1/K-72/Kalibangan
231|032,231,032,11,4,017-585-095-520,0.7273,0.6388,2,2,3,0.2727,1.0,0.4995,1171.1/H-130/Harappa; 2851.1/M-355/Mohenjo-daro; 3019.1/M-547/Mohenjo-daro; 3020.1/M-548/Mohenjo-daro; 3021.1/M-549/Mohenjo-daro
032|617,032,617,11,4,597-142,0.7273,0.6388,1,1,3,0.2727,1.0,0.4995,2226.1/M-1692/Mohenjo-daro; 2573.1/M-45/Mohenjo-daro; 2867.1/M-371/Mohenjo-daro; 3045.1/M-575/Mohenjo-daro; 3046.1/M-576/Mohenjo-daro
798|845,798,845,10,4,240,0.7,0.6784,2,2,2,0.3,0.9,0.4982,1173.1/H-132/Harappa; 1574.1/H-659/Harappa; 2481.1/-/Mohenjo-daro; 3038.1/M-567/Mohenjo-daro; 3039.1/M-568/Mohenjo-daro
407|740,407,740,19,5,850-900,0.7895,0.5011,2,2,2,0.1579,0.9474,0.4965,139.1/-/Dholavira; 180.1/M-584/Mohenjo-daro; 2287.2/M-2054/Mohenjo-daro; 2850.1/M-354/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro
100|400,100,400,16,4,740,0.625,0.7119,3,2,4,0.125,0.75,0.4938,215.1/-/Harappa; 406.2/H-1895/Harappa; 458.2/H-1940/Harappa; 494.1/H-741/Harappa; 578.2/H-2197/Harappa
400|400,400,400,5,3,520,0.6,0.865,1,1,2,0.2,1.0,0.4924,319.1/H-1077/Harappa; 554.2/H-1906/Harappa; 917.2/H-1933/Harappa; 1244.1/H-213/Harappa; 1245.1/H-214/Harappa
036|<END>,036,<END>,5,3,700,0.6,0.865,2,2,3,0.2,1.0,0.4924,375.1/H-1881/Harappa; 1390.1/H-371/Harappa; 1692.1/H-801/Harappa; 2548.1/M-20/Mohenjo-daro; 3711.1/M-1426/Mohenjo-daro
028|<END>,028,<END>,5,3,032-740-400,0.6,0.865,2,2,2,0.4,0.8,0.4924,544.2/H-2115/Harappa; 1124.1/H-65/Harappa; 1344.1/H-322/Harappa; 1844.1/H-967/Harappa; 3452.1/M-1078/Mohenjo-daro
032|176,032,176,5,3,220,0.6,0.865,2,2,2,0.6,0.6,0.4924,1080.1/H-20/Harappa; 1452.1/H-464/Harappa; 2550.1/M-22/Mohenjo-daro; 2987.2/M-511/Mohenjo-daro; 2988.2/M-512/Mohenjo-daro
391|<END>,391,<END>,5,3,595-850-480-001-821,0.6,0.865,2,1,2,0.4,0.8,0.4924,2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro; 3399.1/M-1014/Mohenjo-daro; 5355.1/Ns-53/Nausharo
235|390,235,390,8,3,590,0.75,0.6696,3,3,3,0.5,1.0,0.4919,1098.1/H-39/Harappa; 1599.1/H-694/Harappa; 1600.1/H-695/Harappa; 1741.1/H-857/Harappa; 2594.1/M-66/Mohenjo-daro
233|390,233,390,5,2,590,0.8,0.7219,2,2,2,1.0,0.8,0.4916,1454.1/H-466/Harappa; 2540.1/M-12/Mohenjo-daro; 2563.1/M-35/Mohenjo-daro; 2907.1/M-411/Mohenjo-daro; 3305.1/M-900/Mohenjo-daro
002|690,002,690,5,2,255-435,0.8,0.7219,3,3,1,1.0,0.8,0.4916,1885.1/K-10/Kalibangan; 2490.1/M-1667/Mohenjo-daro; 3229.1/M-816/Mohenjo-daro; 3556.2/M-1206/Mohenjo-daro; 4148.1/-/Rakhigarhi
463|740,463,740,11,4,798,0.7273,0.6388,3,3,2,0.4545,0.7273,0.4904,421.1/H-1984/Harappa; 601.2/H-2021/Harappa; 1053.1/H-731/Harappa; 1224.1/H-191/Harappa; 1225.1/H-192/Harappa
335|740,335,740,11,4,760,0.7273,0.6388,5,4,3,0.5455,0.6364,0.4904,512.1/H-1816/Harappa; 635.2/H-1814/Harappa; 1890.1/K-15/Kalibangan; 2129.3/L-211/Lothal; 2436.1/M-2024/Mohenjo-daro
590|400,590,400,16,5,405-740,0.6875,0.6446,3,2,4,0.0625,0.6875,0.4894,415.2/H-1832/Harappa; 505.1/H-1799/Harappa; 1133.1/H-75/Harappa; 1235.1/H-204/Harappa; 1238.1/H-207/Harappa
003|176,003,176,7,3,421,0.5714,0.8699,2,2,2,0.1429,0.8571,0.4866,3015.1/M-543/Mohenjo-daro; 3016.1/M-544/Mohenjo-daro; 3017.1/M-545/Mohenjo-daro; 3018.1/M-546/Mohenjo-daro; 3757.1/M-1497/Mohenjo-daro
231|407,231,407,11,4,017-585-095-520-032,0.7273,0.6388,2,2,2,0.2727,0.8182,0.4813,1173.1/H-132/Harappa; 1572.1/H-657/Harappa; 3019.1/M-547/Mohenjo-daro; 3020.1/M-548/Mohenjo-daro; 3021.1/M-549/Mohenjo-daro
500|740,500,740,14,4,741-001-055-220,0.7857,0.5446,4,2,4,0.2143,1.0,0.4802,94.1/C-6/Chanhu-daro; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal
220|920,220,920,15,3,318,0.7333,0.6644,2,2,3,0.2667,0.8667,0.48,291.1/-/Harappa; 1153.1/H-98/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa; 1302.1/H-280/Harappa
240|100,240,100,9,3,415,0.7778,0.6224,4,4,4,0.7778,0.6667,0.4793,1091.1/H-31/Harappa; 2283.1/M-1746/Mohenjo-daro; 2671.1/M-144/Mohenjo-daro; 2724.1/M-199/Mohenjo-daro; 2853.1/M-357/Mohenjo-daro
098|<END>,098,<END>,7,3,400,0.7143,0.7248,3,2,2,0.2857,1.0,0.4789,281.1/H-1331/Harappa; 520.1/H-2034/Harappa; 797.1/H-2033/Harappa; 1367.1/H-347/Harappa; 4082.1/H-1332/Harappa
<START>|821,<START>,821,7,3,391-595-850-480-001,0.7143,0.7248,2,2,4,0.2857,1.0,0.4789,2133.3/L-217/Lothal; 2221.1/M-1892/Mohenjo-daro; 2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro
817|832,817,832,6,3,002,0.6667,0.7897,4,3,3,0.6667,0.5,0.4772,402.2/H-2015/Harappa; 412.2/H-2014/Harappa; 2046.1/L-92/Lothal; 2341.1/M-1914/Mohenjo-daro; 3267.1/M-855/Mohenjo-daro
740|400,740,400,12,4,090,0.75,0.6038,3,2,4,0.25,0.8333,0.4754,237.1/H-1056/Harappa; 415.2/H-1832/Harappa; 554.2/H-1906/Harappa; 578.2/H-2197/Harappa; 811.1/H-1978/Harappa
016|400,016,400,5,2,740,0.6,0.971,1,1,1,0.0,1.0,0.4739,258.1/H-1121/Harappa; 737.1/H-1964/Harappa; 1614.1/H-709/Harappa; 1615.1/H-710/Harappa; 1680.1/H-789/Harappa
435|003,435,003,5,2,690-740-900,0.6,0.971,1,1,1,0.0,1.0,0.4739,3000.1/M-525/Mohenjo-daro; 3741.1/M-1475/Mohenjo-daro; 3742.1/M-1476/Mohenjo-daro; 3745.1/M-1479/Mohenjo-daro; 3746.1/M-1480/Mohenjo-daro
436|<END>,436,<END>,15,4,690-590-407-740,0.7333,0.6183,2,1,2,0.0,0.9333,0.4734,291.1/-/Harappa; 597.1/H-2039/Harappa; 1050.1/H-1154/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa
255|520,255,520,5,3,070,0.6,0.865,4,4,5,0.4,0.6,0.4724,118.1/C-37/Chanhu-daro; 510.2/H-1916/Harappa; 836.2/H-2107/Harappa; 2046.1/L-92/Lothal; 3118.1/-/Unknown
717|400,717,400,5,3,740,0.6,0.865,1,1,2,0.0,1.0,0.4724,427.2/H-1854/Harappa; 905.1/H-2136/Harappa; 923.2/H-1945/Harappa; 1212.1/H-178/Harappa; 1350.2/H-328/Harappa
637|<END>,637,<END>,5,3,740-400,0.6,0.865,2,2,3,0.2,0.8,0.4724,534.1/H-2036/Harappa; 788.2/H-1840/Harappa; 1859.1/H-983/Harappa; 1860.1/H-984/Harappa; 2388.1/-/Mohenjo-daro
215|<END>,215,<END>,5,2,740,0.8,0.7219,2,2,1,1.0,0.6,0.4716,1571.1/H-656/Harappa; 2315.1/M-1783/Mohenjo-daro; 2626.1/M-99/Mohenjo-daro; 2842.1/M-324/Mohenjo-daro; 2842.2/M-324/Mohenjo-daro
435|400,435,400,13,4,156,0.7692,0.5726,2,2,4,0.0769,1.0,0.4703,234.2/-/Harappa; 390.2/H-2063/Harappa; 647.1/H-2062/Harappa; 671.2/H-2066/Harappa; 1240.1/H-209/Harappa
154|<END>,154,<END>,9,3,400,0.7778,0.6224,3,3,2,0.3333,1.0,0.4682,220.1/H-1142/Harappa; 592.1/H-1999/Harappa; 780.2/H-1844/Harappa; 1201.1/H-160/Harappa; 1653.2/H-761/Harappa
904|400,904,400,6,2,158,0.6667,0.9183,2,2,1,0.0,1.0,0.4677,410.2/H-1897/Harappa; 1253.1/H-226/Harappa; 1254.1/H-227/Harappa; 1255.1/H-228/Harappa; 1699.1/H-810/Harappa
705|001,705,001,14,4,500-741,0.7857,0.5446,2,2,5,0.1429,0.9286,0.4659,2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal; 2072.1/L-129/Lothal
233|920,233,920,7,3,320,0.7143,0.7248,3,3,3,0.4286,0.7143,0.4646,123.1/Dlp-1/Desalpur; 569.2/H-1922/Harappa; 915.2/H-1968/Harappa; 1082.1/H-22/Harappa; 1273.1/H-248/Harappa
240|752,240,752,7,3,482,0.7143,0.7248,2,2,2,0.1429,1.0,0.4646,601.2/H-2021/Harappa; 1023.1/H-1793/Harappa; 1230.1/H-199/Harappa; 1231.1/H-200/Harappa; 1232.1/H-201/Harappa
595|001,595,001,7,3,850-480,0.7143,0.7248,2,2,3,0.2857,0.8571,0.4646,1944.3/K-89/Kalibangan; 2221.1/M-1892/Mohenjo-daro; 2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro
705|520,705,520,35,3,033,0.9429,0.2354,5,3,6,0.8857,0.7714,0.4618,95.1/C-7/Chanhu-daro; 402.2/H-2015/Harappa; 1169.1/H-103/Harappa; 1445.1/H-455/Harappa; 1502.1/H-531/Harappa
845|740,845,740,17,4,061-407-850-900,0.8235,0.476,1,1,3,0.1176,1.0,0.4616,2193.1/M-1766/Mohenjo-daro; 2287.2/M-2054/Mohenjo-daro; 2850.1/M-354/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro
436|740,436,740,14,2,690-590-407,0.7857,0.7496,2,1,2,0.0,1.0,0.46,291.1/-/Harappa; 597.1/H-2039/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa; 1302.1/H-280/Harappa
440|400,440,400,7,2,740,0.7143,0.8631,1,1,1,0.0,1.0,0.4599,220.1/H-1142/Harappa; 776.1/H-1958/Harappa; 790.1/H-1961/Harappa; 907.1/H-1959/Harappa; 1207.1/H-172/Harappa
705|220,705,220,14,4,500-741-001-055,0.7857,0.5446,4,3,6,0.1429,0.8571,0.4588,53.1/Ch-1/Chandigarh; 63.1/C-64/Chanhu-daro; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal
711|<END>,711,<END>,16,4,033-700,0.75,0.5931,1,1,1,0.0,0.8125,0.4578,258.2/H-1121/Harappa; 300.2/-/Harappa; 495.2/H-1798/Harappa; 561.2/H-1815/Harappa; 581.2/H-1990/Harappa
104|740,104,740,9,3,645-590-235-240,0.7778,0.6224,2,1,2,0.2222,1.0,0.4571,1981.1/Lh-1/Lohumjo-daro; 2380.1/M-2026/Mohenjo-daro; 2949.1/M-464/Mohenjo-daro; 2950.1/M-465/Mohenjo-daro; 2951.1/M-466/Mohenjo-daro
920|742,920,742,10,2,060,0.9,0.469,2,1,2,1.0,0.8,0.4558,2493.1/M-709/Mohenjo-daro; 2587.1/M-59/Mohenjo-daro; 2596.1/M-68/Mohenjo-daro; 2632.1/M-105/Mohenjo-daro; 2865.1/M-369/Mohenjo-daro
920|741,920,741,40,3,060,0.95,0.2122,7,4,7,0.775,0.8,0.4537,104.1/C-16/Chanhu-daro; 257.1/H-1309/Harappa; 491.2/H-2127/Harappa; 589.2/H-2128/Harappa; 1145.1/H-89/Harappa
421|<END>,421,<END>,5,3,176-100-740-790,0.6,0.865,2,2,2,0.0,0.8,0.4524,3015.1/M-543/Mohenjo-daro; 3016.1/M-544/Mohenjo-daro; 3017.1/M-545/Mohenjo-daro; 3018.1/M-546/Mohenjo-daro; 4166.1/-/Dholavira
861|016,861,016,5,2,002,0.8,0.7219,3,3,2,0.6,0.8,0.4516,136.1/-/Dholavira; 1164.1/H-1014/Harappa; 3844.2/M-1658/Mohenjo-daro; 4260.1/-/Dholavira; 4272.1/-/Dholavira
415|090,415,090,7,2,100-740,0.8571,0.5917,3,3,3,0.5714,1.0,0.4492,420.1/H-2174/Harappa; 811.1/H-1978/Harappa; 1221.1/H-188/Harappa; 2283.1/M-1746/Mohenjo-daro; 2724.1/M-199/Mohenjo-daro
056|<END>,056,<END>,10,3,002-417-890-892,0.8,0.5817,3,2,3,0.2,1.0,0.449,1075.1/H-14/Harappa; 1927.1/K-69/Kalibangan; 1928.1/K-70/Kalibangan; 1929.1/K-71/Kalibangan; 1930.1/K-72/Kalibangan
817|004,817,004,8,2,002,0.875,0.5436,3,3,2,0.75,0.875,0.4479,401.1/H-2003/Harappa; 787.1/H-1983/Harappa; 951.1/-/Dholavira; 2418.1/M-1844/Mohenjo-daro; 2453.1/M-984/Mohenjo-daro
235|176,235,176,9,3,220,0.7778,0.6224,2,2,3,0.1111,1.0,0.446,596.2/H-2139/Harappa; 729.1/H-2010/Harappa; 937.1/H-2011/Harappa; 1695.2/H-806/Harappa; 1696.2/H-807/Harappa
849|<END>,849,<END>,6,4,742-519,0.5,0.8962,3,2,3,0.1667,0.1667,0.4455,432.2/H-1820/Harappa; 584.2/H-1819/Harappa; 655.2/H-1818/Harappa; 2813.1/M-293/Mohenjo-daro; 5413.1/-/Amri
752|<END>,752,<END>,53,4,740,0.9434,0.2018,3,2,5,0.2075,0.9245,0.4443,580.2/H-2006/Harappa; 594.2/H-2022/Harappa; 600.1/H-2005/Harappa; 601.1/H-2021/Harappa; 601.2/H-2021/Harappa
<START>|436,<START>,436,6,3,255,0.6667,0.7897,3,2,3,0.1667,0.6667,0.4439,597.1/H-2039/Harappa; 792.1/H-1835/Harappa; 1050.1/H-1154/Harappa; 1720.1/H-834/Harappa; 2714.1/M-189/Mohenjo-daro
817|690,817,690,10,3,368,0.8,0.5817,2,2,3,0.1,1.0,0.439,405.1/H-2192/Harappa; 463.1/H-1827/Harappa; 1054.1/H-1325/Harappa; 1262.1/H-236/Harappa; 1322.1/H-300/Harappa
705|590,705,590,7,3,033,0.7143,0.7248,2,2,3,0.2857,0.5714,0.4361,2416.1/-/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2924.1/M-430/Mohenjo-daro; 2925.1/M-431/Mohenjo-daro; 2926.1/M-432/Mohenjo-daro
850|001,850,001,6,2,480,0.8333,0.65,1,1,3,0.3333,1.0,0.4339,2221.1/M-1892/Mohenjo-daro; 2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro; 2697.1/M-172/Mohenjo-daro
415|920,415,920,13,2,220-318,0.8462,0.6194,2,2,2,0.1538,0.9231,0.432,291.1/-/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa; 1302.1/H-280/Harappa; 1303.1/H-281/Harappa
158|<END>,158,<END>,22,4,400,0.8636,0.3954,3,3,4,0.1364,0.7727,0.4317,42.1/B-24/Banawali; 227.1/H-1106/Harappa; 439.1/H-1809/Harappa; 745.1/H-1980/Harappa; 834.2/H-2185/Harappa
004|400,004,400,5,2,700-097,0.8,0.7219,1,1,2,0.2,1.0,0.4316,2962.1/M-478/Mohenjo-daro; 2963.1/M-479/Mohenjo-daro; 2964.1/M-480/Mohenjo-daro; 3135.1/M-710/Mohenjo-daro; 3710.1/M-1425/Mohenjo-daro
347|<END>,347,<END>,10,3,741-176-740-090,0.8,0.5817,2,2,2,0.1,0.9,0.429,677.1/H-2024/Harappa; 678.1/H-2031/Harappa; 800.1/H-1935/Harappa; 807.1/H-1934/Harappa; 842.1/H-2026/Harappa
413|700,413,700,12,2,575-335-711-033,0.8333,0.65,1,1,1,0.0,1.0,0.4286,300.2/-/Harappa; 370.2/H-2016/Harappa; 581.2/H-1990/Harappa; 653.2/H-1813/Harappa; 687.2/H-1989/Harappa
575|700,575,700,12,2,335-711-033,0.8333,0.65,1,1,1,0.0,1.0,0.4286,300.2/-/Harappa; 370.2/H-2016/Harappa; 581.2/H-1990/Harappa; 653.2/H-1813/Harappa; 687.2/H-1989/Harappa
335|700,335,700,12,2,711-033,0.8333,0.65,1,1,1,0.0,1.0,0.4286,300.2/-/Harappa; 370.2/H-2016/Harappa; 581.2/H-1990/Harappa; 653.2/H-1813/Harappa; 687.2/H-1989/Harappa
803|920,803,920,13,3,415-220-318,0.8462,0.4879,2,2,3,0.1538,0.9231,0.4242,291.1/-/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa; 1302.1/H-280/Harappa; 1303.1/H-281/Harappa
705|390,705,390,7,3,033-590,0.7143,0.7248,3,3,3,0.1429,0.5714,0.4218,2416.1/-/Mohenjo-daro; 2924.1/M-430/Mohenjo-daro; 2925.1/M-431/Mohenjo-daro; 2926.1/M-432/Mohenjo-daro; 2927.1/M-433/Mohenjo-daro
550|400,550,400,10,3,525,0.8,0.5817,2,2,4,0.1,0.8,0.419,512.2/H-1816/Harappa; 532.2/H-2069/Harappa; 635.1/H-1814/Harappa; 653.1/H-1813/Harappa; 867.1/H-1812/Harappa
817|031,817,031,6,2,002,0.8333,0.65,4,3,3,0.6667,0.5,0.4173,106.1/C-18/Chanhu-daro; 143.1/-/Dholavira; 1211.1/H-177/Harappa; 2617.1/M-90/Mohenjo-daro; 3495.1/M-1126/Mohenjo-daro
850|821,850,821,6,2,480-001,0.8333,0.65,2,2,4,0.1667,1.0,0.4173,144.1/-/Dholavira; 2221.1/M-1892/Mohenjo-daro; 2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro
240|550,240,550,6,2,705-033,0.8333,0.65,2,2,2,0.1667,1.0,0.4173,512.2/H-1816/Harappa; 635.1/H-1814/Harappa; 867.1/H-1812/Harappa; 916.1/H-1811/Harappa; 1666.1/H-774/Harappa
465|<END>,465,<END>,6,2,806-158,0.8333,0.65,2,2,2,0.1667,1.0,0.4173,1223.1/H-190/Harappa; 1626.1/H-724/Harappa; 1628.1/H-726/Harappa; 2533.1/M-4/Mohenjo-daro; 3965.1/H-1104/Harappa
840|400,840,400,8,3,740,0.75,0.6696,2,2,4,0.125,0.625,0.4169,567.2/H-1923/Harappa; 1731.1/H-845/Harappa; 1758.1/H-875/Harappa; 1806.1/H-926/Harappa; 2467.1/M-2108/Mohenjo-daro
055|090,055,090,13,3,220-740,0.8462,0.4879,3,2,4,0.0769,0.9231,0.4165,932.1/H-1710/Harappa; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal
605|740,605,740,10,2,760,0.9,0.469,3,3,4,0.4,1.0,0.4158,266.1/H-1158/Harappa; 1309.1/H-287/Harappa; 1762.1/H-879/Harappa; 1763.1/H-880/Harappa; 1764.1/H-881/Harappa
578|<END>,578,<END>,5,2,032-824,0.8,0.7219,1,1,1,0.0,1.0,0.4116,222.1/H-1354/Harappa; 407.2/H-2213/Harappa; 484.2/H-2246/Harappa; 672.3/H-2214/Harappa; 1379.1/H-360/Harappa
095|001,095,001,5,2,595,0.8,0.7219,1,1,2,0.2,0.8,0.4116,278.1/M-592/Mohenjo-daro; 2994.1/M-519/Mohenjo-daro; 2995.1/M-520/Mohenjo-daro; 3427.1/M-1052/Mohenjo-daro; 3738.1/M-1470/Mohenjo-daro
095|142,095,142,5,2,595-001,0.8,0.7219,1,1,2,0.2,0.8,0.4116,278.1/M-592/Mohenjo-daro; 2599.1/M-71/Mohenjo-daro; 2994.1/M-519/Mohenjo-daro; 2995.1/M-520/Mohenjo-daro; 3738.1/M-1470/Mohenjo-daro
595|617,595,617,5,2,001-142,0.8,0.7219,1,1,2,0.2,0.8,0.4116,278.1/M-592/Mohenjo-daro; 2553.1/M-25/Mohenjo-daro; 2994.1/M-519/Mohenjo-daro; 2995.1/M-520/Mohenjo-daro; 3738.1/M-1470/Mohenjo-daro
700|400,700,400,5,2,097,0.8,0.7219,2,2,1,0.0,1.0,0.4116,1678.2/H-787/Harappa; 2962.1/M-478/Mohenjo-daro; 2963.1/M-479/Mohenjo-daro; 2964.1/M-480/Mohenjo-daro; 3710.1/M-1425/Mohenjo-daro
413|033,413,033,15,3,575-335-711,0.8667,0.4416,2,2,2,0.0667,0.9333,0.4109,300.2/-/Harappa; 512.1/H-1816/Harappa; 561.2/H-1815/Harappa; 581.2/H-1990/Harappa; 635.2/H-1814/Harappa
<START>|318,<START>,318,13,3,803-415-220,0.8462,0.4879,1,1,2,0.0,0.9231,0.4088,291.1/-/Harappa; 894.1/H-2135/Harappa; 915.2/H-1968/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa
100|090,100,090,14,2,740,0.9286,0.3712,5,3,5,0.6429,0.7857,0.4083,578.2/H-2197/Harappa; 811.1/H-1978/Harappa; 1002.1/H-2013/Harappa; 1221.1/H-188/Harappa; 1986.1/L-4/Lothal
798|061,798,061,7,2,240-845,0.8571,0.5917,1,1,2,0.1429,1.0,0.4064,2297.1/M-1772/Mohenjo-daro; 3038.1/M-567/Mohenjo-daro; 3039.1/M-568/Mohenjo-daro; 3040.1/M-569/Mohenjo-daro; 3770.1/M-1515/Mohenjo-daro
575|033,575,033,15,3,335-711,0.8667,0.4416,1,1,2,0.0667,0.8667,0.4043,300.2/-/Harappa; 512.1/H-1816/Harappa; 561.2/H-1815/Harappa; 581.2/H-1990/Harappa; 635.2/H-1814/Harappa
