Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
905|<END>,905,<END>,12,6,032-597-142-617,0.5833,0.7533,2,2,4,0.25,0.9167,0.5711,233.1/H-1047/Harappa; 3045.1/M-575/Mohenjo-daro; 3046.1/M-576/Mohenjo-daro; 3047.1/M-577/Mohenjo-daro; 3581.1/M-1274/Mohenjo-daro
320|740,320,740,12,5,920,0.6667,0.6826,2,2,3,0.6667,0.9167,0.5701,259.1/H-1051/Harappa; 569.2/H-1922/Harappa; 1082.1/H-22/Harappa; 1105.1/H-46/Harappa; 1273.1/H-248/Harappa
<START>|525,<START>,525,11,6,240-705-033-550,0.4545,0.8597,2,2,2,0.0,0.9091,0.5683,313.1/H-1123/Harappa; 512.2/H-1816/Harappa; 532.2/H-2069/Harappa; 561.1/H-1815/Harappa; 624.2/H-1817/Harappa
877|740,877,740,7,4,861,0.4286,0.9212,3,3,2,0.8571,0.5714,0.5673,1363.1/H-343/Harappa; 2190.1/M-1869/Mohenjo-daro; 2440.1/M-1818/Mohenjo-daro; 3288.1/M-880/Mohenjo-daro; 3514.1/M-1153/Mohenjo-daro
220|690,220,690,18,5,318-920-255-436,0.6111,0.7238,2,2,3,0.2778,1.0,0.5671,291.1/-/Harappa; 902.2/H-2020/Harappa; 904.2/H-2019/Harappa; 1073.1/H-12/Harappa; 1080.1/H-20/Harappa
231|520,231,520,14,4,017-585-095,0.5714,0.8053,2,2,2,0.4286,1.0,0.5668,322.1/H-1027/Harappa; 1401.1/H-388/Harappa; 2613.1/M-86/Mohenjo-daro; 3019.1/M-547/Mohenjo-daro; 3020.1/M-548/Mohenjo-daro
636|<END>,636,<END>,21,5,740,0.4286,0.806,3,2,3,0.2381,0.7619,0.5665,81.1/C-78/Chanhu-daro; 380.2/H-1848/Harappa; 457.1/H-2086/Harappa; 546.2/H-2180/Harappa; 650.2/H-1849/Harappa
235|405,235,405,16,6,590,0.6875,0.6273,2,2,3,0.4375,0.875,0.5664,505.1/H-1799/Harappa; 1020.1/H-1657/Harappa; 1081.1/H-21/Harappa; 1177.1/H-136/Harappa; 1235.1/H-204/Harappa
491|740,491,740,11,5,817,0.4545,0.8787,2,1,4,0.0909,1.0,0.5663,370.1/H-2016/Harappa; 370.1/H-2016/Harappa; 453.2/H-1909/Harappa; 454.1/H-1778/Harappa; 801.2/H-2173/Harappa
235|400,235,400,15,7,590-405-740,0.6,0.7142,2,2,3,0.0667,0.8,0.5657,423.1/H-1997/Harappa; 505.1/H-1799/Harappa; 1235.1/H-204/Harappa; 1313.1/H-291/Harappa; 1350.2/H-328/Harappa
820|803,820,803,11,4,002,0.7273,0.6388,2,2,3,1.0,0.9091,0.5631,1526.1/H-574/Harappa; 2292.1/M-1706/Mohenjo-daro; 2338.1/M-1955/Mohenjo-daro; 2506.1/M-1716/Mohenjo-daro; 2644.1/M-117/Mohenjo-daro
820|003,820,003,9,4,002,0.6667,0.7233,4,2,2,1.0,0.7778,0.5629,634.1/H-1680/Harappa; 1079.1/H-19/Harappa; 1119.1/H-60/Harappa; 1887.1/K-12/Kalibangan; 2386.1/M-1729/Mohenjo-daro
323|<END>,323,<END>,6,4,690,0.5,0.8962,2,2,4,0.5,1.0,0.5622,1158.1/H-1005/Harappa; 2355.1/M-1838/Mohenjo-daro; 2894.1/M-398/Mohenjo-daro; 2978.1/M-501/Mohenjo-daro; 3725.1/M-1444/Mohenjo-daro
806|705,806,705,6,4,235-233,0.5,0.8962,2,2,3,0.5,1.0,0.5622,1169.1/H-103/Harappa; 1171.1/H-130/Harappa; 1564.1/H-649/Harappa; 2523.1/-/Mohenjo-daro; 3776.1/M-1523/Mohenjo-daro
741|017,741,017,5,4,904-740-820-032,0.4,0.961,3,2,3,0.4,1.0,0.5614,9.1/Ad-4/Allahdino; 1139.1/H-82/Harappa; 2975.3/M-494/Mohenjo-daro; 2976.3/M-495/Mohenjo-daro; 3679.1/M-1383/Mohenjo-daro
592|<END>,592,<END>,5,4,158-400,0.4,0.961,3,2,3,0.6,0.8,0.5614,64.1/C-54/Chanhu-daro; 1823.1/H-943/Harappa; 1824.1/H-944/Harappa; 2977.1/M-500/Mohenjo-daro; 3668.1/M-1369/Mohenjo-daro
803|032,803,032,5,4,233,0.4,0.961,4,3,4,0.6,0.8,0.5614,116.1/C-34/Chanhu-daro; 1265.1/H-240/Harappa; 2580.1/M-52/Mohenjo-daro; 3650.1/M-1346/Mohenjo-daro; 4184.1/-/Dholavira
<START>|611,<START>,611,5,4,820,0.4,0.961,4,3,3,0.6,0.8,0.5614,144.1/-/Dholavira; 1064.1/H-3/Harappa; 2065.1/L-116/Lothal; 2584.1/M-56/Mohenjo-daro; 3930.1/H-1076/Harappa
798|904,798,904,5,4,231-705-033,0.4,0.961,2,2,3,0.6,0.8,0.5614,939.1/H-1705/Harappa; 2550.1/M-22/Mohenjo-daro; 2866.1/M-370/Mohenjo-daro; 3067.2/M-606/Mohenjo-daro; 3797.2/M-1568/Mohenjo-daro
140|390,140,390,5,4,844,0.4,0.961,2,2,1,1.0,0.4,0.5614,2004.1/L-27/Lothal; 2316.1/M-1821/Mohenjo-daro; 2642.1/M-115/Mohenjo-daro; 3309.1/M-907/Mohenjo-daro; 3470.1/M-1098/Mohenjo-daro
817|803,817,803,6,3,002,0.6667,0.7897,4,2,1,1.0,1.0,0.5605,87.1/C-67/Chanhu-daro; 92.1/C-4/Chanhu-daro; 1073.1/H-12/Harappa; 1479.1/H-501/Harappa; 1875.1/Jk-2/Jhukar
240|435,240,435,6,3,255,0.6667,0.7897,2,2,2,1.0,1.0,0.5605,1073.1/H-12/Harappa; 2410.1/M-1691/Mohenjo-daro; 2566.1/M-38/Mohenjo-daro; 2865.1/M-369/Mohenjo-daro; 2873.1/M-377/Mohenjo-daro
510|740,510,740,6,3,460,0.6667,0.7897,1,1,1,1.0,1.0,0.5605,2460.1/M-1820/Mohenjo-daro; 2463.1/M-1834/Mohenjo-daro; 2507.1/M-1730/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro; 3147.1/M-723/Mohenjo-daro
001|090,001,090,16,6,055-220-740,0.6875,0.6273,3,3,5,0.3125,0.9375,0.5601,932.1/H-1710/Harappa; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal
<START>|697,<START>,697,7,5,510,0.2857,0.963,2,2,3,0.0,1.0,0.5599,193.1/H-1083/Harappa; 194.1/H-1082/Harappa; 195.1/H-1081/Harappa; 1596.1/H-690/Harappa; 2975.1/M-494/Mohenjo-daro
904|740,904,740,7,5,031,0.2857,0.963,3,3,4,0.1429,0.8571,0.5599,228.1/-/Harappa; 229.1/H-1312/Harappa; 835.1/H-2112/Harappa; 2063.1/L-114/Lothal; 2976.3/M-495/Mohenjo-daro
<START>|642,<START>,642,7,5,692-060-240,0.2857,0.963,2,2,3,0.1429,0.8571,0.5599,424.2/H-1845/Harappa; 1237.1/H-206/Harappa; 1263.1/H-237/Harappa; 1369.1/H-350/Harappa; 1710.2/H-821/Harappa
255|400,255,400,16,6,435-156,0.625,0.6959,4,3,3,0.125,0.9375,0.5585,234.2/-/Harappa; 390.2/H-2063/Harappa; 647.1/H-2062/Harappa; 671.2/H-2066/Harappa; 1240.1/H-209/Harappa
032|407,032,407,5,3,790,0.4,0.9602,4,3,2,0.6,1.0,0.5562,135.1/-/Dholavira; 426.1/H-1714/Harappa; 2063.1/L-114/Lothal; 2998.1/M-523/Mohenjo-daro; 2999.1/M-524/Mohenjo-daro
472|<END>,472,<END>,5,3,806-154,0.4,0.9602,3,3,2,0.6,1.0,0.5562,1199.1/H-158/Harappa; 1239.1/H-208/Harappa; 2853.1/M-357/Mohenjo-daro; 4194.1/-/Dholavira; 5462.1/H-775/Harappa
803|233,803,233,5,3,235,0.4,0.9602,3,2,2,0.8,0.8,0.5562,1661.1/H-769/Harappa; 1880.1/K-5/Kalibangan; 3139.1/M-714/Mohenjo-daro; 3232.1/M-819/Mohenjo-daro; 3378.1/M-985/Mohenjo-daro
820|017,820,017,5,3,032,0.4,0.9602,1,1,2,0.6,1.0,0.5562,2578.1/M-50/Mohenjo-daro; 2975.3/M-494/Mohenjo-daro; 2976.3/M-495/Mohenjo-daro; 3152.1/M-728/Mohenjo-daro; 3505.1/M-1138/Mohenjo-daro
064|<END>,064,<END>,5,5,003-480,0.2,1.0,2,2,4,0.4,0.6,0.5561,543.1/-/Harappa; 898.1/H-2548/Harappa; 2857.1/M-361/Mohenjo-daro; 3327.1/M-932/Mohenjo-daro; 5476.1/H-2248/Harappa
408|<END>,408,<END>,5,5,003,0.2,1.0,3,3,4,0.2,0.8,0.5561,625.1/H-1745/Harappa; 2914.1/M-420/Mohenjo-daro; 3062.2/M-600/Mohenjo-daro; 4190.1/-/Dholavira; 4242.1/-/Dholavira
<START>|869,<START>,869,5,5,820-060,0.2,1.0,2,2,2,0.2,0.8,0.5561,681.2/H-2090/Harappa; 816.2/H-2240/Harappa; 897.2/H-2089/Harappa; 1791.2/H-909/Harappa; 3315.1/M-918/Mohenjo-daro
480|740,480,740,5,5,031-002-235-590-405,0.2,1.0,2,2,3,0.4,0.6,0.5561,1402.1/H-389/Harappa; 1868.1/H-994/Harappa; 2161.1/M-2061/Mohenjo-daro; 2162.1/M-2063/Mohenjo-daro; 3570.1/M-1263/Mohenjo-daro
032|904,032,904,9,4,220,0.4444,0.9183,3,3,5,0.5556,0.6667,0.5561,228.1/-/Harappa; 229.1/H-1312/Harappa; 2032.5/L-66/Lothal; 2063.1/L-114/Lothal; 2381.1/M-1686/Mohenjo-daro
365|740,365,740,6,5,706,0.3333,0.9697,3,2,4,0.5,0.5,0.5555,89.1/C-1/Chanhu-daro; 649.2/H-1823/Harappa; 1091.1/H-31/Harappa; 1574.1/H-659/Harappa; 5246.1/-/Lakhanjo-daro
233|033,233,033,26,4,705,0.7308,0.5748,4,3,5,0.8077,0.8077,0.5545,138.1/-/Dholavira; 1084.1/H-24/Harappa; 1178.1/H-137/Harappa; 1564.1/H-649/Harappa; 1660.1/H-768/Harappa
617|740,617,740,9,5,892,0.5556,0.8097,2,2,4,0.2222,1.0,0.5539,681.1/H-2090/Harappa; 897.1/H-2089/Harappa; 1063.1/H-2/Harappa; 1242.1/H-211/Harappa; 1256.1/H-229/Harappa
511|<END>,511,<END>,7,4,130-920,0.4286,0.9212,2,2,2,0.5714,0.7143,0.553,1426.1/H-426/Harappa; 1530.1/H-580/Harappa; 2171.1/-/Mohenjo-daro; 2482.1/M-1907/Mohenjo-daro; 2559.1/M-31/Mohenjo-daro
388|740,388,740,5,3,443,0.6,0.865,3,2,2,1.0,0.8,0.5524,12.1/Ad-7/Allahdino; 1178.1/H-137/Harappa; 1422.1/H-420/Harappa; 2866.1/M-370/Mohenjo-daro; 3918.1/H-1024/Harappa
235|255,235,255,5,3,240,0.6,0.865,2,2,2,1.0,0.8,0.5524,1073.1/H-12/Harappa; 2566.1/M-38/Mohenjo-daro; 2873.1/M-377/Mohenjo-daro; 3110.1/M-671/Mohenjo-daro; 3435.1/M-1061/Mohenjo-daro
233|032,233,032,5,3,840,0.6,0.865,3,3,2,1.0,0.8,0.5524,1172.1/H-131/Harappa; 1182.1/H-141/Harappa; 1471.1/H-483/Harappa; 2041.1/L-87/Lothal; 2561.1/M-33/Mohenjo-daro
692|240,692,240,14,4,060,0.5714,0.8322,2,2,4,0.2857,0.9286,0.5521,198.1/H-1138/Harappa; 199.1/H-423/Harappa; 424.2/H-1845/Harappa; 686.2/H-1846/Harappa; 939.1/H-1705/Harappa
705|407,705,407,32,4,033-845,0.4375,0.76,1,1,2,0.0312,1.0,0.5514,2422.1/M-1954/Mohenjo-daro; 2523.1/-/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro
033|407,033,407,32,4,845,0.4375,0.76,1,1,2,0.0312,1.0,0.5514,2422.1/M-1954/Mohenjo-daro; 2523.1/-/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro
382|740,382,740,6,4,760,0.5,0.8962,3,3,4,0.6667,0.6667,0.5455,480.2/H-1850/Harappa; 1852.1/H-975/Harappa; 2561.1/M-33/Mohenjo-daro; 2639.1/M-112/Mohenjo-daro; 3189.1/M-772/Mohenjo-daro
798|233,798,233,7,4,240,0.5714,0.8322,2,2,3,0.5714,0.8571,0.5451,569.2/H-1922/Harappa; 1173.1/H-132/Harappa; 1273.1/H-248/Harappa; 1574.1/H-659/Harappa; 1654.1/H-762/Harappa
706|001,706,001,7,4,033-923-740,0.5714,0.8322,2,2,3,0.4286,1.0,0.5451,1069.1/H-8/Harappa; 2890.1/M-394/Mohenjo-daro; 3001.1/M-527/Mohenjo-daro; 3002.1/M-528/Mohenjo-daro; 3003.1/M-529/Mohenjo-daro
892|400,892,400,10,5,740,0.5,0.8445,3,2,4,0.1,0.9,0.5447,415.2/H-1832/Harappa; 681.1/H-2090/Harappa; 897.1/H-2089/Harappa; 1216.1/H-183/Harappa; 1217.1/H-184/Harappa
031|240,031,240,6,4,002,0.3333,0.9591,3,2,4,0.6667,0.5,0.5445,121.2/C-40/Chanhu-daro; 2668.1/M-141/Mohenjo-daro; 2854.1/M-358/Mohenjo-daro; 3133.1/M-706/Mohenjo-daro; 3589.1/M-1284/Mohenjo-daro
<START>|048,<START>,048,18,5,817-002,0.6667,0.6528,3,3,5,0.2222,1.0,0.5437,300.1/-/Harappa; 742.1/H-1810/Harappa; 1236.1/H-205/Harappa; 1772.1/H-890/Harappa; 2038.1/L-84/Lothal
033|390,033,390,9,5,590,0.5556,0.8097,3,2,3,0.4444,0.6667,0.5428,7.1/Ad-2/Allahdino; 1921.1/K-60/Kalibangan; 2416.1/-/Mohenjo-daro; 2832.1/M-314/Mohenjo-daro; 2907.1/M-411/Mohenjo-daro
<START>|776,<START>,776,9,5,495,0.5556,0.8097,5,3,4,0.3333,0.7778,0.5428,121.1/C-40/Chanhu-daro; 235.1/-/Harappa; 1067.1/H-6/Harappa; 1322.2/H-300/Harappa; 1783.2/H-901/Harappa
415|032,415,032,9,5,578,0.5556,0.8097,3,3,3,0.3333,0.7778,0.5428,222.1/H-1354/Harappa; 407.2/H-2213/Harappa; 484.2/H-2246/Harappa; 672.3/H-2214/Harappa; 1379.1/H-360/Harappa
617|400,617,400,9,5,892-740,0.5556,0.8097,2,2,3,0.2222,0.8889,0.5428,681.1/H-2090/Harappa; 897.1/H-2089/Harappa; 1242.1/H-211/Harappa; 1256.1/H-229/Harappa; 1735.1/H-849/Harappa
850|740,850,740,20,6,900,0.75,0.5384,2,2,4,0.2,1.0,0.5424,1236.1/H-205/Harappa; 2287.2/M-2054/Mohenjo-daro; 2825.1/M-306/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro
255|690,255,690,49,3,435,0.6939,0.6289,5,3,6,0.4286,0.898,0.542,291.1/-/Harappa; 516.2/H-1938/Harappa; 570.2/H-1797/Harappa; 597.1/H-2039/Harappa; 938.2/H-1937/Harappa
240|032,240,032,5,4,840,0.4,0.961,3,2,3,0.8,0.4,0.5414,70.1/C-70/Chanhu-daro; 1172.1/H-131/Harappa; 1522.1/H-569/Harappa; 2193.1/M-1766/Mohenjo-daro; 2939.1/M-454/Mohenjo-daro
002|335,002,335,5,4,176-740,0.4,0.961,2,2,2,0.4,0.8,0.5414,370.1/H-2016/Harappa; 1700.1/H-811/Harappa; 2745.1/M-221/Mohenjo-daro; 3486.1/M-1115/Mohenjo-daro; 3682.1/M-1386/Mohenjo-daro
352|<END>,352,<END>,5,4,400-520-400,0.4,0.961,2,2,2,0.2,1.0,0.5414,415.2/H-1832/Harappa; 917.2/H-1933/Harappa; 1244.1/H-213/Harappa; 3978.1/H-1148/Harappa; 5219.1/-/Gola Dhoro (Bagasra)
<START>|137,<START>,137,5,4,820-002,0.4,0.961,2,2,3,0.4,0.8,0.5414,1018.2/H-2102/Harappa; 1607.1/H-702/Harappa; 1611.1/H-706/Harappa; 2876.1/M-380/Mohenjo-daro; 3587.1/M-1281/Mohenjo-daro
<START>|202,<START>,202,5,4,920-220-892,0.4,0.961,2,2,2,0.4,0.8,0.5414,1216.1/H-183/Harappa; 1217.1/H-184/Harappa; 2321.1/M-1762/Mohenjo-daro; 2540.1/M-12/Mohenjo-daro; 3964.1/H-1103/Harappa
255|001,255,001,5,4,435-690-740-900,0.4,0.961,2,2,4,0.6,0.6,0.5414,2531.1/M-1/Mohenjo-daro; 3000.1/M-525/Mohenjo-daro; 3645.1/M-1340/Mohenjo-daro; 3741.1/M-1475/Mohenjo-daro; 4247.1/-/Dholavira
413|740,413,740,6,5,575-335,0.3333,0.9697,3,2,3,0.1667,0.6667,0.5389,370.2/H-2016/Harappa; 512.1/H-1816/Harappa; 635.2/H-1814/Harappa; 1700.2/H-811/Harappa; 4001.1/M-1894/Mohenjo-daro
861|003,861,003,10,4,002,0.7,0.6784,4,3,5,0.8,0.8,0.5382,303.1/H-1043/Harappa; 543.1/-/Harappa; 1175.1/H-134/Harappa; 1938.1/K-82/Kalibangan; 2006.1/L-29/Lothal
806|590,806,590,14,5,235,0.6429,0.7006,2,2,3,0.2143,0.9286,0.5371,505.1/H-1799/Harappa; 1020.1/H-1657/Harappa; 1235.1/H-204/Harappa; 1599.1/H-694/Harappa; 1600.1/H-695/Harappa
033|125,033,125,5,3,700,0.4,0.9602,3,3,3,0.6,0.8,0.5362,498.1/H-1921/Harappa; 1271.2/H-246/Harappa; 1557.1/H-642/Harappa; 2832.1/M-314/Mohenjo-daro; 4218.1/-/Dholavira
240|840,240,840,5,3,233,0.4,0.9602,3,3,3,0.6,0.8,0.5362,1172.1/H-131/Harappa; 2180.1/-/Dholavira; 2467.1/M-2108/Mohenjo-daro; 2474.1/M-2107/Mohenjo-daro; 2907.1/M-411/Mohenjo-daro
740|405,740,405,5,3,061,0.4,0.9602,2,2,2,0.6,0.8,0.5362,1556.1/H-641/Harappa; 1569.1/H-654/Harappa; 2887.1/M-391/Mohenjo-daro; 2985.2/M-509/Mohenjo-daro; 2986.2/M-510/Mohenjo-daro
817|700,817,700,5,5,711-033,0.2,1.0,1,1,2,0.0,0.8,0.5361,258.2/H-1121/Harappa; 463.1/H-1827/Harappa; 1211.1/H-177/Harappa; 1785.2/H-903/Harappa; 1786.2/H-904/Harappa
806|900,806,900,20,5,845-061-407-850,0.7,0.6111,2,2,3,0.25,0.95,0.5356,1020.1/H-1657/Harappa; 1085.1/H-25/Harappa; 2234.1/M-1956/Mohenjo-daro; 2287.2/M-2054/Mohenjo-daro; 2698.1/M-173/Mohenjo-daro
690|400,690,400,7,5,740,0.4286,0.9165,3,2,3,0.0,0.8571,0.534,780.2/H-1844/Harappa; 834.2/H-2185/Harappa; 1240.1/H-209/Harappa; 1674.1/H-783/Harappa; 1720.1/H-834/Harappa
032|690,032,690,5,2,220-255-435,0.6,0.971,2,2,2,0.6,1.0,0.5339,902.2/H-2020/Harappa; 904.2/H-2019/Harappa; 1080.1/H-20/Harappa; 2490.1/M-1667/Mohenjo-daro; 2566.1/M-38/Mohenjo-daro
003|590,003,590,9,4,220,0.5556,0.8289,3,3,6,0.4444,0.7778,0.5337,174.1/H-1394/Harappa; 431.1/H-1725/Harappa; 848.2/H-2149/Harappa; 1020.1/H-1657/Harappa; 1175.1/H-134/Harappa
060|003,060,003,5,3,741,0.6,0.865,4,3,2,0.8,0.8,0.5324,104.1/C-16/Chanhu-daro; 1634.1/H-735/Harappa; 2009.1/L-36/Lothal; 2516.1/M-1672/Mohenjo-daro; 2587.1/M-59/Mohenjo-daro
125|741,125,741,5,3,390,0.6,0.865,2,2,1,1.0,0.6,0.5324,1109.1/H-50/Harappa; 1455.1/H-467/Harappa; 2838.1/M-320/Mohenjo-daro; 3184.1/M-761/Mohenjo-daro; 3286.1/M-878/Mohenjo-daro
<START>|167,<START>,167,14,4,705,0.4286,0.8637,2,2,2,0.0,0.9286,0.5314,250.2/H-1166/Harappa; 377.2/H-1878/Harappa; 389.1/H-2049/Harappa; 1010.1/H-2051/Harappa; 1035.1/H-2052/Harappa
806|233,806,233,7,3,235,0.5714,0.8699,2,2,3,0.5714,0.8571,0.5295,1081.1/H-21/Harappa; 1186.1/H-145/Harappa; 1564.1/H-649/Harappa; 2523.1/-/Mohenjo-daro; 2866.1/M-370/Mohenjo-daro
336|<END>,336,<END>,10,4,740,0.5,0.8427,2,2,3,0.2,0.9,0.5292,781.2/H-2057/Harappa; 1205.1/H-170/Harappa; 1249.1/H-218/Harappa; 1319.1/H-297/Harappa; 1362.1/H-341/Harappa
002|892,002,892,12,5,417-890,0.6667,0.6826,3,2,3,0.25,0.9167,0.5284,1024.2/H-1851/Harappa; 1927.1/K-69/Kalibangan; 1928.1/K-70/Kalibangan; 1929.1/K-71/Kalibangan; 1930.1/K-72/Kalibangan
798|220,798,220,24,4,415,0.7917,0.5119,3,3,3,0.75,0.7917,0.5279,199.1/H-423/Harappa; 1174.1/H-133/Harappa; 1234.1/H-203/Harappa; 1294.1/H-270/Harappa; 1641.1/H-748/Harappa
337|<END>,337,<END>,13,4,740,0.6923,0.676,3,2,4,0.6154,0.7692,0.527,1247.1/H-216/Harappa; 1248.1/H-217/Harappa; 1431.1/H-441/Harappa; 1691.1/H-800/Harappa; 1693.1/H-802/Harappa
927|<END>,927,<END>,11,4,740,0.7273,0.6388,3,3,3,0.7273,0.8182,0.5268,1313.1/H-291/Harappa; 2364.1/M-1893/Mohenjo-daro; 2459.1/M-1882/Mohenjo-daro; 3296.1/M-890/Mohenjo-daro; 3346.1/M-951/Mohenjo-daro
<START>|824,<START>,824,18,5,413-892,0.6111,0.694,1,1,2,0.0,0.9444,0.5263,222.1/H-1354/Harappa; 295.1/H-1187/Harappa; 407.2/H-2213/Harappa; 438.2/H-1866/Harappa; 459.1/H-1991/Harappa
061|400,061,400,10,3,142,0.7,0.7298,2,2,2,0.7,0.9,0.526,382.2/H-1894/Harappa; 668.1/H-1672/Harappa; 921.2/H-1929/Harappa; 929.1/H-1679/Harappa; 1441.1/H-451/Harappa
017|400,017,400,8,4,575-740,0.375,0.9056,2,2,3,0.25,0.75,0.5259,259.1/H-1051/Harappa; 730.1/-/Harappa; 735.1/H-1963/Harappa; 749.2/H-2183/Harappa; 1208.1/H-174/Harappa
806|407,806,407,20,5,845-061,0.7,0.6111,1,1,3,0.1,1.0,0.5256,2189.1/M-1953/Mohenjo-daro; 2287.2/M-2054/Mohenjo-daro; 2523.1/-/Mohenjo-daro; 2696.1/M-171/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro
220|255,220,255,15,5,318-920,0.7333,0.59,3,3,3,0.2667,1.0,0.5247,291.1/-/Harappa; 1073.1/H-12/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa; 1302.1/H-280/Harappa
705|400,705,400,10,5,033-550-525,0.6,0.7627,2,2,2,0.1,0.9,0.5242,512.2/H-1816/Harappa; 635.1/H-1814/Harappa; 653.1/H-1813/Harappa; 867.1/H-1812/Harappa; 916.1/H-1811/Harappa
861|031,861,031,11,3,002,0.7273,0.6914,5,3,3,0.9091,0.7273,0.524,71.1/C-53/Chanhu-daro; 74.1/C-58/Chanhu-daro; 145.1/Dlv-1/Dholavira; 1024.2/H-1851/Harappa; 1170.1/H-129/Harappa
235|705,235,705,14,4,233,0.6429,0.715,3,3,5,0.5714,0.6429,0.5228,1554.1/H-639/Harappa; 1660.1/H-768/Harappa; 1661.1/H-769/Harappa; 2245.1/M-1890/Mohenjo-daro; 2478.1/M-1906/Mohenjo-daro
484|740,484,740,7,3,337,0.7143,0.7248,2,2,3,0.7143,1.0,0.5218,1247.1/H-216/Harappa; 1248.1/H-217/Harappa; 1431.1/H-441/Harappa; 1461.1/H-474/Harappa; 1581.1/H-666/Harappa
845|407,845,407,37,4,061,0.5676,0.6379,2,2,2,0.027,0.9459,0.5215,1554.1/H-639/Harappa; 2287.2/M-2054/Mohenjo-daro; 2481.1/-/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro
326|<END>,326,<END>,5,4,002-176-740-240-405,0.4,0.961,2,2,4,0.2,0.8,0.5214,932.1/H-1710/Harappa; 942.1/H-1719/Harappa; 2352.1/M-2078/Mohenjo-daro; 2985.2/M-509/Mohenjo-daro; 2986.2/M-510/Mohenjo-daro
806|400,806,400,18,3,235-590-405-740,0.5,0.872,2,2,2,0.0556,0.8889,0.5208,505.1/H-1799/Harappa; 592.1/H-1999/Harappa; 745.1/H-1980/Harappa; 1022.1/H-1808/Harappa; 1201.1/H-160/Harappa
220|090,220,090,32,5,740,0.8438,0.3986,5,4,6,0.5312,0.8438,0.5205,27.1/B-1/Banawali; 217.1/H-294/Harappa; 237.1/H-1056/Harappa; 576.1/H-1685/Harappa; 1127.1/H-68/Harappa
515|<END>,515,<END>,7,5,520,0.4286,0.9165,4,3,4,0.2857,0.4286,0.5197,118.1/C-37/Chanhu-daro; 403.1/H-1920/Harappa; 1870.1/H-999/Harappa; 3193.1/M-779/Mohenjo-daro; 3467.1/M-1095/Mohenjo-daro
861|798,861,798,10,3,002,0.8,0.5817,2,2,3,0.9,1.0,0.519,259.1/H-1051/Harappa; 1436.1/H-446/Harappa; 2389.1/M-1681/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2618.1/M-91/Mohenjo-daro
705|585,705,585,7,2,033,0.5714,0.9852,2,2,3,0.5714,0.7143,0.519,1177.1/H-136/Harappa; 1398.1/H-383/Harappa; 2523.1/-/Mohenjo-daro; 2578.1/M-50/Mohenjo-daro; 3139.1/M-714/Mohenjo-daro
033|520,033,520,8,3,033,0.625,0.8194,4,4,4,0.5,0.875,0.5168,628.2/H-1899/Harappa; 831.2/H-1880/Harappa; 876.2/H-1879/Harappa; 1575.1/H-660/Harappa; 2919.1/H-2584/Harappa
142|740,142,740,13,4,400,0.7692,0.5726,2,2,4,0.7692,0.7692,0.5165,668.1/H-1672/Harappa; 783.1/H-2103/Harappa; 929.1/H-1679/Harappa; 1441.1/H-451/Harappa; 1458.1/H-471/Harappa
156|740,156,740,5,3,924-705,0.6,0.865,2,2,2,0.4,1.0,0.5124,581.1/H-1990/Harappa; 687.1/H-1989/Harappa; 689.1/H-1988/Harappa; 2310.1/M-1810/Mohenjo-daro; 3194.1/M-780/Mohenjo-daro
049|<END>,049,<END>,5,3,740,0.6,0.865,2,2,4,0.6,0.8,0.5124,957.1/H-2339/Harappa; 1004.1/H-1966/Harappa; 1197.1/H-156/Harappa; 2296.1/M-1711/Mohenjo-daro; 2462.1/M-1775/Mohenjo-daro
806|061,806,061,18,5,845,0.7778,0.5205,2,2,3,0.2222,1.0,0.5107,1081.1/H-21/Harappa; 1569.1/H-654/Harappa; 2287.2/M-2054/Mohenjo-daro; 2539.1/M-10/Mohenjo-daro; 2696.1/M-171/Mohenjo-daro
003|617,003,617,6,3,550,0.6667,0.7897,2,2,3,0.5,1.0,0.5105,552.1/H-1767/Harappa; 662.1/H-1951/Harappa; 1108.1/H-49/Harappa; 1758.2/H-875/Harappa; 2687.1/M-161/Mohenjo-daro
690|003,690,003,6,3,740-900,0.5,0.9206,2,2,2,0.1667,1.0,0.5099,1020.1/H-1657/Harappa; 3000.1/M-525/Mohenjo-daro; 3741.1/M-1475/Mohenjo-daro; 3742.1/M-1476/Mohenjo-daro; 3745.1/M-1479/Mohenjo-daro
