TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
2191.1,M-1857,Mohenjo-daro,SEAL:S,003-390,M05-M02,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[003] | 390:CLOSING_FORMULA_MARKER,<START>|390:003@1-1,0.53,Medium,compare all artifacts in frames <START>|390; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003
2471.1,M-1903,Mohenjo-daro,SEAL:S,125-861-740,R05-C02-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,125:SIGN | 861:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(861_<END>)[740],861|<END>:740@3-3,0.53,Medium,compare all artifacts in frames 861|<END>; test reused filler(s) 740 across frames; inspect minimal alternation(s) involving 740
2581.1,M-53,Mohenjo-daro,SEAL:S,140-920-190-297-002-016-220-740-090,M07-M04-R109-R70-A01-R64-A09-T01-A10,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,140:LEADING_FORMULA_MARKER | 920:LEADING_FORMULA_MARKER | 190:SIGN | 297:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[016-220] | 740:TERMINAL_TITLE_OR_SUFFIX | 090:SLOT_FINAL_MODIFIER,002|740:016-220@6-7,0.53,Medium,compare all artifacts in frames 002|740; inspect minimal alternation(s) involving 016-220
3300.1,M-895,Mohenjo-daro,SEAL:S,817-002-048-740,C03-A01-R43-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[048] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:048@3-3,0.53,Medium,compare all artifacts in frames 002|740; test reused filler(s) 048 across frames; inspect minimal alternation(s) involving 048
2263.1,M-963,Mohenjo-daro,SEAL:S,817-002-176-740,C03-A01-R02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[176] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:176@3-3,0.53,Medium,compare all artifacts in frames 002|740; test reused filler(s) 176 across frames; inspect minimal alternation(s) involving 176
3390.1,M-998,Mohenjo-daro,SEAL:S,590-390-820,A08-M02-C01,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[590] | 390:CLOSING_FORMULA_MARKER | 820:INITIAL_TITLE_OR_CLASSIFIER,<START>|390:590@1-1,0.53,Medium,compare all artifacts in frames <START>|390; test reused filler(s) 590 across frames; inspect minimal alternation(s) involving 590
5228.1,-,Karzakan,SEAL:C,091-032-001-033,R65-A07-A05-A11,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[091-032] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[033],<START>|001:091-032@1-2; 001|<END>:033@4-4,0.52,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 033 across frames"
807.1,H-1934,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
800.1,H-1935,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
677.1,H-2024,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
842.1,H-2026,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
884.1,H-2027,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
880.1,H-2028,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
882.1,H-2029,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
886.1,H-2030,Harappa,TAB:B,347-741-176-740-090,R32-A03-R02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],<START>|741:347@1-1; 741|<END>:176-740-090@3-5,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
405.2,H-2192,Harappa,TAB:I,171-032-031-240-630-740,R67-A07-M03-A02-R75-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[171-032-031] | PRODUCTIVE_SLOT(031_<END>)[240-630-740],<START>|240:171-032-031@1-3; 031|<END>:240-630-740@4-6,0.52,Medium,"compare all artifacts in frames 031|<END>, <START>|240"
1297.1,H-273,Harappa,SEAL:S,820-002-240,C01-A01-A02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_240)[820-002] | PRODUCTIVE_SLOT(002_<END>)[240],<START>|240:820-002@1-2; 002|<END>:240@3-3,0.52,Medium,"compare all artifacts in frames 002|<END>, <START>|240; test reused filler(s) 240 across frames; inspect minimal alternation(s) involving 240, 820-002"
1451.1,H-462,Harappa,SEAL:S,630-741-003,R75-A03-M05,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[630] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[003],<START>|741:630@1-1; 741|<END>:003@3-3,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003, 630"
1665.1,H-773,Harappa,TAB:B,741-530-390-002-803-798-740,A03-R56-M02-A01-A12-A14-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_390)[741-530] | 390:CLOSING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[803-798] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|390:741-530@1-2; 002|740:803-798@5-6,0.52,Medium,"compare all artifacts in frames 002|740, <START>|390"
2084.1,L-142,Lothal,TAG:P,692-031-001-015-140,R18-M03-A05-R149-M07,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[692-031] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[015-140],<START>|001:692-031@1-2; 001|<END>:015-140@4-5,0.52,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3741.1,M-1475,Mohenjo-daro,TAB:C,255-435-690-740-900-001-003-424,R07-R14-R08-T01-R06-A05-M05-R221,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[255-435-690-740-900] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[003-424],<START>|001:255-435-690-740-900@1-5; 001|<END>:003-424@7-8,0.52,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2773.1,M-250,Mohenjo-daro,SEAL:S,231-233-804,R21-A04-R281,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_233)[231] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[804],<START>|233:231@1-1; 233|<END>:804@3-3,0.52,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 231 across frames"
3000.1,M-525,Mohenjo-daro,TAB:C,255-435-690-740-900-001-003-423,R07-R14-R08-T01-R06-A05-M05-R220,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[255-435-690-740-900] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[003-423],<START>|001:255-435-690-740-900@1-5; 001|<END>:003-423@7-8,0.52,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1660.1,H-768,Harappa,TAB:B,235-233-705-033-740-400,M01-A04-A13-A11-T01-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-705-033-740-400],<START>|233:235@1-1; 235|<END>:233-705-033-740-400@2-6,0.51,Medium,"compare all artifacts in frames 235|<END>, <START>|233; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3503.1,M-1136,Mohenjo-daro,SEAL:S,820-002-240-717-740,C01-A01-A02-R41-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[820-002] | PRIME_ENTITY_SLOT(002_740)[240-717] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:820-002@1-2; 002|740:240-717@3-4,0.51,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 820-002"
3565.1,M-1233,Mohenjo-daro,SEAL:S,575-741-402,R22-A03-R214,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[575] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[402],<START>|741:575@1-1; 741|<END>:402@3-3,0.51,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 575"
3569.1,M-1262,Mohenjo-daro,SEAL:R,586-561-745-001-004-407,R245-R243-R77-A05-R28-R12,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[586-561-745] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[004-407],<START>|001:586-561-745@1-3; 001|<END>:004-407@5-6,0.51,Medium,"compare all artifacts in frames 001|<END>, <START>|001; inspect minimal alternation(s) involving 004-407"
2666.1,M-139,Mohenjo-daro,SEAL:S,361-741-236-832-033,R127-A03-R86-R42-A11,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[361] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[236-832-033],<START>|741:361@1-1; 741|<END>:236-832-033@3-5,0.51,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 361"
2668.1,M-141,Mohenjo-daro,SEAL:S,031-002-240-636-255-817,M03-A01-A02-R48-R07-C03,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_240)[031-002] | PRODUCTIVE_SLOT(002_<END>)[240-636-255-817],<START>|240:031-002@1-2; 002|<END>:240-636-255-817@3-6,0.51,Medium,"compare all artifacts in frames 002|<END>, <START>|240; inspect minimal alternation(s) involving 031-002"
2882.1,M-386,Mohenjo-daro,SEAL:R,139-001-004-405,R170-A05-R28-R01,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[139] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[004-405],<START>|001:139@1-1; 001|<END>:004-405@3-4,0.51,Medium,"compare all artifacts in frames 001|<END>, <START>|001; inspect minimal alternation(s) involving 004-405"
1971.1,-,Kish,SEAL:S,416-840-060-003-220-590-390-740,R34-R10-A06-M05-A09-A08-M02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",416:SIGN | 840:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[003-220-590-390-740],060|<END>:003-220-590-390-740@4-8,0.5,Medium,compare all artifacts in frames 060|<END>
2489.1,-,Dholavira,SEAL:S,817-002-590-390-740,C03-A01-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:590-390@3-4,0.5,Medium,compare all artifacts in frames 002|740
3891.1,-,Unknown,SEAL:S,031-920-060-927-415-100-740,M03-M04-A06-R82-R13-A15-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | 920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[927-415-100-740],060|<END>:927-415-100-740@4-7,0.5,Medium,compare all artifacts in frames 060|<END>
3896.1,-,Unknown,SEAL:S,820-002-235-222-740,C01-A01-M01-R31-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-222] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-222@3-4,0.5,Medium,compare all artifacts in frames 002|740
4155.1,-,Gonur Depe,SEAL:S,285-002-235-220-125-590-390-740,R195-A01-M01-A09-R05-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,285:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-220-125-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-220-125-590-390@3-7,0.5,Medium,compare all artifacts in frames 002|740
4156.1,-,Dholavira,TAG,820-002-520,C01-A01-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_520)[820-002] | PRODUCTIVE_SLOT(002_<END>)[520],<START>|520:820-002@1-2; 002|<END>:520@3-3,0.5,Medium,"compare all artifacts in frames 002|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 520, 820-002"
4195.1,-,Dholavira,SEAL:S,861-002-590-390-820,C02-A01-A08-M02-C01,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[861-002-590] | 390:CLOSING_FORMULA_MARKER | 820:INITIAL_TITLE_OR_CLASSIFIER,<START>|390:861-002-590@1-3,0.5,Medium,compare all artifacts in frames <START>|390
4211.1,-,Dholavira,SEAL,817-002-235-100-740,C03-A01-M01-A15-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-100] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-100@3-4,0.5,Medium,compare all artifacts in frames 002|740
4229.1,-,Dholavira,SEAL:S,060-820-001-240-463-220-590-390-740,A06-C01-A05-A02-R92-A09-A08-M02-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[060-820] | 001:SLOT_INITIAL_MODIFIER | 240:SLOT_INITIAL_MODIFIER | 463:SIGN | 220:SLOT_FINAL_MODIFIER | 590:SLOT_FINAL_MODIFIER | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|001:060-820@1-2,0.5,Medium,compare all artifacts in frames <START>|001
4314.1,-,Dholavira,TAG,820-002-520,C01-A01-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_520)[820-002] | PRODUCTIVE_SLOT(002_<END>)[520],<START>|520:820-002@1-2; 002|<END>:520@3-3,0.5,Medium,"compare all artifacts in frames 002|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 520, 820-002"
50.1,-,Bhirrana,SEAL:S,003-003-390,M05-M05-M02,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[003-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:003-003@1-2,0.5,Medium,compare all artifacts in frames <START>|390
100.1,C-12,Chanhu-daro,SEAL:S,920-060-740-031-590-390-161,M04-A06-T01-M03-A08-M02-R107,TerminalFormula,"short terminal label, title, suffix, or object marker",920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[740-031-590-390-161],060|<END>:740-031-590-390-161@3-7,0.5,Medium,compare all artifacts in frames 060|<END>
103.1,C-15,Chanhu-daro,SEAL:S,031-920-400-740,M03-M04-T03-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[920-400-740],031|<END>:920-400-740@2-4,0.5,Medium,compare all artifacts in frames 031|<END>
92.1,C-4,Chanhu-daro,SEAL:S,817-002-803-235-520,C03-A01-A12-M01-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[803-235-520],002|<END>:803-235-520@3-5,0.5,Medium,compare all artifacts in frames 002|<END>
64.1,C-54,Chanhu-daro,SEAL:S,920-060-031-592-031-032-842,M04-A06-M03-R97-M03-A07-R79,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[031-592-031-032-842],060|<END>:031-592-031-032-842@3-7,0.5,Medium,compare all artifacts in frames 060|<END>
94.1,C-6,Chanhu-daro,SEAL:S,500-031-002-221-740-090-521-521-817,R55-M03-A01-R185-T01-A10-R95-R95-C03,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,500:SIGN | 031:LEADING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[221] | 740:TERMINAL_TITLE_OR_SUFFIX | 090:SLOT_FINAL_MODIFIER | 521:SIGN | 521:SIGN | 817:INITIAL_TITLE_OR_CLASSIFIER,002|740:221@4-4,0.5,Medium,compare all artifacts in frames 002|740
61.1,C-66,Chanhu-daro,SEAL:S,817-002-003-390,C03-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[817-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:817-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
145.1,Dlv-1,Dholavira,SEAL:S,861-002-031-382-151,C02-A01-M03-R71-T05,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-382-151],002|<END>:031-382-151@3-5,0.5,Medium,compare all artifacts in frames 002|<END>
303.1,H-1043,Harappa,SEAL:S,861-002-003-220-760-151,C02-A01-M05-A09-A16-T05,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[003-220-760-151],002|<END>:003-220-760-151@3-6,0.5,Medium,compare all artifacts in frames 002|<END>
3925.1,H-1048,Harappa,SEAL:S,817-002-235-840-032-740,C03-A01-M01-R10-A07-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-840-032] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-840-032@3-5,0.5,Medium,compare all artifacts in frames 002|740
259.1,H-1051,Harappa,SEAL:S,861-002-798-320-920-017-575-740-400,C02-A01-A14-R37-M04-R17-R22-T01-T03,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[798-320-920-017-575] | 740:TERMINAL_TITLE_OR_SUFFIX | 400:TERMINAL_TITLE_OR_SUFFIX,002|740:798-320-920-017-575@3-7,0.5,Medium,compare all artifacts in frames 002|740
1073.1,H-12,Harappa,SEAL:S,817-002-235-240-220-803-255-435-690-740,C03-A01-M01-A02-A09-A12-R07-R14-R08-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_240)[817-002-235] | 240:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | 803:SLOT_INITIAL_MODIFIER | 255:SIGN | 435:SIGN | 690:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:817-002-235@1-3,0.5,Medium,compare all artifacts in frames <START>|240
1175.1,H-134,Harappa,SEAL:R,861-002-003-220-590-405-740,C02-A01-M05-A09-A08-R01-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-220-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:003-220-590-405@3-6,0.5,Medium,compare all artifacts in frames 002|740
1176.1,H-135,Harappa,SEAL:R,861-002-806-231-773-740,C02-A01-M06-R21-R60-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-231-773] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:806-231-773@3-5,0.5,Medium,compare all artifacts in frames 002|740
1020.1,H-1657,Harappa,SEAL:S,921-690-002-032-220-235-806-003-900-032-590-405-740,R146-R08-A01-A07-A09-M01-M06-M05-R06-A07-A08-R01-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",921:SIGN | 690:SIGN | 002:SLOT_FINAL_MODIFIER | 032:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 806:LEADING_FORMULA_MARKER | 003:LEADING_FORMULA_MARKER | 900:SIGN | 032:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(032_740)[590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,032|740:590-405@11-12,0.5,Medium,compare all artifacts in frames 032|740
634.1,H-1680,Harappa,SEAL:S,820-002-003-390,C01-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[820-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:820-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
537.1,H-1692,Harappa,SEAL:S,861-002-590-390-740,C02-A01-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:590-390@3-4,0.5,Medium,compare all artifacts in frames 002|740
1209.1,H-175,Harappa,TAB:B,920-060-741-005-368-705-167,M04-A06-A03-R49-R04-A13-R175,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-005-368-705-167],<START>|741:920-060@1-2; 060|<END>:741-005-368-705-167@3-7,0.5,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
491.2,H-2127,Harappa,TAB:I,920-060-741-350-504,M04-A06-A03-R11-R45,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-350-504],<START>|741:920-060@1-2; 060|<END>:741-350-504@3-5,0.5,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
589.2,H-2128,Harappa,TAB:I,920-060-741-350-504,M04-A06-A03-R11-R45,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-350-504],<START>|741:920-060@1-2; 060|<END>:741-350-504@3-5,0.5,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
1082.1,H-22,Harappa,SEAL:S,321-405-002-806-233-320-920-740,R202-R01-A01-M06-A04-R37-M04-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,321:SIGN | 405:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-233-320-920] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:806-233-320-920@4-7,0.5,Medium,compare all artifacts in frames 002|740
1387.1,H-368,Harappa,SEAL:CY,031-384-156-400,M03-R27-T06-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[384-156-400],031|<END>:384-156-400@2-4,0.5,Medium,compare all artifacts in frames 031|<END>
