TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
2180.1,-,Dholavira,SEAL:S,091-500-741-240-416-840-740,R65-R55-A03-A02-R34-R10-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[091-500-741] | PRODUCTIVE_SLOT(741_<END>)[240-416-840-740],<START>|240:091-500-741@1-3; 741|<END>:240-416-840-740@4-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
3882.1,-,Susa,SEAL:CY,924-001-319-031-055-002-150-416,R300-A05-R118-M03-R23-A01-R85-R34,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[924] | 001:SLOT_INITIAL_MODIFIER | 319:SIGN | 031:LEADING_FORMULA_MARKER | 055:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[150-416],<START>|001:924@1-1; 002|<END>:150-416@7-8,0.54,Medium,"compare all artifacts in frames 002|<END>, <START>|001"
4250.1,-,Dholavira,SEAL:S,892-798-741-564-803-090-520,R36-A14-A03-R96-A12-A10-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[892-798] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[564-803-090-520],<START>|741:892-798@1-2; 741|<END>:564-803-090-520@4-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
5218.1,-,Gola Dhoro (Bagasra),SEAL:S,032-632-368-297-060-240-495-070-520,A07-R58-R04-R70-A06-A02-R93-R20-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[032-632-368-297-060] | PRODUCTIVE_SLOT(060_<END>)[240-495-070-520],<START>|240:032-632-368-297-060@1-5; 060|<END>:240-495-070-520@6-9,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|240"
5229.1,-,Saar,SEAL:C,055-220-091-001-093-031,R23-A09-R65-A05-R159-M03,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[055-220-091] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[093-031],<START>|001:055-220-091@1-3; 001|<END>:093-031@5-6,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
5573.1,-,Unknown,SEAL:S,368-572-741-033-033-520,R04-R74-A03-A11-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[368-572] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[033-033-520],<START>|741:368-572@1-2; 741|<END>:033-033-520@4-6,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
68.1,C-55,Chanhu-daro,SEAL:S,892-647-741-067-740,R36-R256-A03-R157-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[892-647] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[067-740],<START>|741:892-647@1-2; 741|<END>:067-740@4-5,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
96.1,C-8,Chanhu-daro,SEAL:S,579-250-741-233-803-740,R136-R52-A03-A04-A12-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[579-250-741] | PRODUCTIVE_SLOT(741_<END>)[233-803-740],<START>|233:579-250-741@1-3; 741|<END>:233-803-740@4-6,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|233"
293.1,H-1033,Harappa,SEAL:S,032-862-002-520-500-220,A07-R291-A01-T02-R55-A09,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[032-862-002] | PRODUCTIVE_SLOT(002_<END>)[520-500-220],<START>|520:032-862-002@1-3; 002|<END>:520-500-220@4-6,0.54,Medium,"compare all artifacts in frames 002|<END>, <START>|520"
1075.1,H-14,Harappa,SEAL:S,056-415-060-240-772-740,R154-R13-A06-A02-R99-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[056-415-060] | PRODUCTIVE_SLOT(060_<END>)[240-772-740],<START>|240:056-415-060@1-3; 060|<END>:240-772-740@4-6,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|240"
731.1,H-1670,Harappa,SEAL:S,824-002-240-033-033-760-740,R286-A01-A02-A11-A11-A16-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[824-002] | PRIME_ENTITY_SLOT(002_740)[240-033-033-760] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:824-002@1-2; 002|740:240-033-033-760@3-6,0.54,Medium,"compare all artifacts in frames 002|740, <START>|240"
1077.1,H-17,Harappa,SEAL:S,201-060-240-233-520,R110-A06-A02-A04-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[201-060] | PRODUCTIVE_SLOT(060_<END>)[240-233-520],<START>|240:201-060@1-2; 060|<END>:240-233-520@3-5,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|240"
1296.1,H-272,Harappa,SEAL:S,904-032-305-002-240-017-585-740,R19-A07-R200-A01-A02-R17-R24-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[904-032-305-002] | PRIME_ENTITY_SLOT(002_740)[240-017-585] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:904-032-305-002@1-4; 002|740:240-017-585@5-7,0.54,Medium,"compare all artifacts in frames 002|740, <START>|240"
1423.1,H-421,Harappa,SEAL:S,550-060-240-740-679,R15-A06-A02-T01-R35,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[550-060] | PRODUCTIVE_SLOT(060_<END>)[240-740-679],<START>|240:550-060@1-2; 060|<END>:240-740-679@3-5,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|240"
1103.1,H-44,Harappa,SEAL:S,892-031-002-803-798-235-706-033-520,R36-M03-A01-A12-A14-M01-R09-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",892:SIGN | 031:LEADING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | 803:SLOT_INITIAL_MODIFIER | 798:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[706-033-520],235|<END>:706-033-520@7-9,0.54,Medium,compare all artifacts in frames 235|<END>; test reused filler(s) 706-033-520 across frames
1471.1,H-483,Harappa,SEAL:S,550-060-233-840-032-740,R15-A06-A04-R10-A07-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[550-060] | PRODUCTIVE_SLOT(060_<END>)[233-840-032-740],<START>|233:550-060@1-2; 060|<END>:233-840-032-740@3-6,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|233"
1109.1,H-50,Harappa,SEAL:S,125-406-741-590-406-740,R05-R54-A03-A08-R54-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[125-406] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[590-406-740],<START>|741:125-406@1-2; 741|<END>:590-406-740@4-6,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
1541.2,H-598,Harappa,SEAL:S,777-255-435-002-240-639-740,R274-R07-R14-A01-A02-R254-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[777-255-435-002] | PRIME_ENTITY_SLOT(002_740)[240-639] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:777-255-435-002@1-4; 002|740:240-639@5-6,0.54,Medium,"compare all artifacts in frames 002|740, <START>|240"
1120.1,H-61,Harappa,SEAL:S,201-060-001-255-435-690-740,R110-A06-A05-R07-R14-R08-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[201-060] | PRODUCTIVE_SLOT(060_<END>)[001-255-435-690-740],<START>|001:201-060@1-2; 060|<END>:001-255-435-690-740@3-7,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|001"
1552.2,H-612,Harappa,SEAL:S,615-001-893-590-892-740,R98-A05-R297-A08-R36-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[615] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[893-590-892-740],<START>|001:615@1-1; 001|<END>:893-590-892-740@3-6,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1068.1,H-7,Harappa,SEAL:S,250-542-001-692-440-920,R52-R237-A05-R18-R38-M04,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[250-542] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[692-440-920],<START>|001:250-542@1-2; 001|<END>:692-440-920@4-6,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1069.1,H-8,Harappa,SEAL:S,921-690-002-706-033-590-405-740-001-354,R146-R08-A01-R09-A11-A08-R01-T01-A05-R125,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,921:SIGN | 690:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[706-033-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[354],002|740:706-033-590-405@4-7; 001|<END>:354@10-10,0.54,Medium,"compare all artifacts in frames 001|<END>, 002|740"
1137.1,H-80,Harappa,SEAL:S,850-315-741-415-100-820-595,R80-R117-A03-R13-A15-C01-R46,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_741)[850-315] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[415-100-820-595],<START>|741:850-315@1-2; 741|<END>:415-100-820-595@4-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
5283.1,K-157,Kalibangan,TAB:B,820-002-740,C01-A01-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_740)[002] | PRODUCTIVE_SLOT(002_<END>)[740],820|740:002@2-2; 002|<END>:740@3-3,0.54,Medium,"compare all artifacts in frames 002|<END>, 820|740; test reused filler(s) 002, 740 across frames; inspect minimal alternation(s) involving 002, 740"
1882.1,K-7,Kalibangan,SEAL:S,741-530-455-220-001-838-176-100-740,A03-R56-R44-A09-A05-R61-R02-A15-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[741-530-455-220] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[838-176-100-740],<START>|001:741-530-455-220@1-4; 001|<END>:838-176-100-740@6-9,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1984.1,L-1,Lothal,SEAL:S,095-812-002-233-550-527,R84-R141-A01-A04-R15-T04,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[095-812-002] | PRODUCTIVE_SLOT(002_<END>)[233-550-527],<START>|233:095-812-002@1-3; 002|<END>:233-550-527@4-6,0.54,Medium,"compare all artifacts in frames 002|<END>, <START>|233"
2003.1,L-26,Lothal,SEAL:S,166-111-060-240-798-740,R174-R164-A06-A02-A14-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[166-111-060] | PRODUCTIVE_SLOT(060_<END>)[240-798-740],<START>|240:166-111-060@1-3; 060|<END>:240-798-740@4-6,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|240"
2009.1,L-36,Lothal,SEAL:S,720-405-065-060-001-003-422,R140-R01-R103-A06-A05-M05-R219,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[720-405-065-060] | PRODUCTIVE_SLOT(060_<END>)[001-003-422],<START>|001:720-405-065-060@1-4; 060|<END>:001-003-422@5-7,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|001"
2634.1,M-107,Mohenjo-daro,SEAL:S,260-940-002-233-565-740,R114-R301-A01-A04-R73-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[260-940-002] | PRIME_ENTITY_SLOT(002_740)[233-565] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|233:260-940-002@1-3; 002|740:233-565@4-5,0.54,Medium,"compare all artifacts in frames 002|740, <START>|233"
3461.1,M-1087,Mohenjo-daro,SEAL:S,190-297-001-554-527,R109-R70-A05-R240-T04,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[190-297] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[554-527],<START>|001:190-297@1-2; 001|<END>:554-527@4-5,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3487.1,M-1116,Mohenjo-daro,SEAL:S,324-794-741-001-520-350-543-874,R120-R279-A03-A05-T02-R11-R134-R295,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[324-794-741] | PRODUCTIVE_SLOT(741_<END>)[001-520-350-543-874],<START>|001:324-794-741@1-3; 741|<END>:001-520-350-543-874@4-8,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|001"
2639.1,M-112,Mohenjo-daro,SEAL:S,684-572-741-382-016-220-760-740,R258-R74-A03-R71-R64-A09-A16-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[684-572] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[382-016-220-760-740],<START>|741:684-572@1-2; 741|<END>:382-016-220-760-740@4-8,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
3511.1,M-1150,Mohenjo-daro,SEAL:S,456-002-240-231-520-621,R90-A01-A02-R21-T02-R47,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[456-002] | PRODUCTIVE_SLOT(002_<END>)[240-231-520-621],<START>|240:456-002@1-2; 002|<END>:240-231-520-621@3-6,0.54,Medium,"compare all artifacts in frames 002|<END>, <START>|240"
2647.1,M-120,Mohenjo-daro,SEAL:S,346-840-741-585-100-740-858,R124-R10-A03-R24-A15-T01-R289,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[346-840] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[585-100-740-858],<START>|741:346-840@1-2; 741|<END>:585-100-740-858@4-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
3557.1,M-1221,Mohenjo-daro,SEAL:S,632-300-001-320-100-740-090,R58-R199-A05-R37-A15-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[632-300] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[320-100-740-090],<START>|001:632-300@1-2; 001|<END>:320-100-740-090@4-7,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3583.1,M-1276,Mohenjo-daro,SEAL:R,325-740-001-243-159,R203-T01-A05-R69-R173,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[325-740] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[243-159],<START>|001:325-740@1-2; 001|<END>:243-159@4-5,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2655.1,M-128,Mohenjo-daro,SEAL:S,705-500-741-803-923-740,A13-R55-A03-A12-R26-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[705-500] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[803-923-740],<START>|741:705-500@1-2; 741|<END>:803-923-740@4-6,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2473.1,M-1665,Mohenjo-daro,SEAL:S,032-125-610-002-240-233-705-033-520,A07-R05-R247-A01-A02-A04-A13-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[032-125-610-002] | PRODUCTIVE_SLOT(002_<END>)[240-233-705-033-520],<START>|240:032-125-610-002@1-4; 002|<END>:240-233-705-033-520@5-9,0.54,Medium,"compare all artifacts in frames 002|<END>, <START>|240"
2224.1,M-1676,Mohenjo-daro,SEAL:S,803-504-595-002-240-832-255-070-760-740,A12-R45-R46-A01-A02-R42-R07-R20-A16-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[803-504-595-002] | PRIME_ENTITY_SLOT(002_740)[240-832-255-070-760] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:803-504-595-002@1-4; 002|740:240-832-255-070-760@5-9,0.54,Medium,"compare all artifacts in frames 002|740, <START>|240"
2410.1,M-1691,Mohenjo-daro,SEAL:S,906-741-240-255-435-690-740,R144-A03-A02-R07-R14-R08-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[906-741] | PRODUCTIVE_SLOT(741_<END>)[240-255-435-690-740],<START>|240:906-741@1-2; 741|<END>:240-255-435-690-740@3-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
2280.1,M-1724,Mohenjo-daro,SEAL:S,309-165-001-003-427,R116-R66-A05-M05-R222,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[309-165] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[003-427],<START>|001:309-165@1-2; 001|<END>:003-427@4-5,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2193.1,M-1766,Mohenjo-daro,SEAL:S,033-810-892-269-002-240-845-032-740,A11-R285-R36-R53-A01-A02-R62-A07-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[033-810-892-269-002] | PRIME_ENTITY_SLOT(002_740)[240-845-032] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:033-810-892-269-002@1-5; 002|740:240-845-032@6-8,0.54,Medium,"compare all artifacts in frames 002|740, <START>|240"
2513.1,M-1776,Mohenjo-daro,SEAL:S,262-741-803-220-520,R191-A03-A12-A09-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[262] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[803-220-520],<START>|741:262@1-1; 741|<END>:803-220-520@3-5,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2708.1,M-183,Mohenjo-daro,SEAL:S,297-060-233-520,R70-A06-A04-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[297-060] | PRODUCTIVE_SLOT(060_<END>)[233-520],<START>|233:297-060@1-2; 060|<END>:233-520@3-4,0.54,Medium,"compare all artifacts in frames 060|<END>, <START>|233"
2759.1,M-236,Mohenjo-daro,SEAL:S,803-233-240-706-033-520,A12-A04-A02-R09-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[803-233] | PRODUCTIVE_SLOT(233_<END>)[240-706-033-520],<START>|240:803-233@1-2; 233|<END>:240-706-033-520@3-6,0.54,Medium,"compare all artifacts in frames 233|<END>, <START>|240"
2764.1,M-241,Mohenjo-daro,SEAL:S,683-572-741-840-032-740-090,R257-R74-A03-R10-A07-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[683-572] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[840-032-740-090],<START>|741:683-572@1-2; 741|<END>:840-032-740-090@4-7,0.54,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2775.1,M-252,Mohenjo-daro,SEAL:S,243-150-001-055-617-150-400,R69-R85-A05-R23-R57-R85-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[243-150] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[055-617-150-400],<START>|001:243-150@1-2; 001|<END>:055-617-150-400@4-7,0.54,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
