"Rank","Sign","TotalTokens","TokenPct","CumulativeCoverage","CoreGroup","PositionRole","MechanismHypothesis","StartPct","MedialPct","EndPct","SingletonPct","PositionEntropy10","LeftNeighborEntropy","RightNeighborEntropy","DominantLeftNeighbor","DominantLeftShare","DominantRightNeighbor","DominantRightShare","RegionEntropy","SiteEntropy","TypeEntropy","AdjacentSelfRepeats","CandidateClasses"
"373","720","3","0.000166","0.97362","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.4771","0","1","175","1","033","0.3333","1","1","1","0","RareOrAllographCandidate"
"374","748","3","0.000166","0.973786","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","530","1","","0","0.9183","0.9183","0","0","RareOrAllographCandidate"
"375","782","3","0.000166","0.973953","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"376","786","3","0.000166","0.974119","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.4771","1","0.9183","255","0.5","220","0.6667","0","0","0.9183","0","RareOrAllographCandidate"
"377","805","3","0.000166","0.974285","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.6667","0","0","0.4771","1","1","002","0.5","806","0.3333","0.9183","0.9183","1","0","RareOrAllographCandidate"
"378","807","3","0.000166","0.974451","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.2764","0.9183","0.9183","033","0.6667","388","0.6667","0.9183","0.9183","1","0","RareOrAllographCandidate"
"379","828","3","0.000166","0.974618","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4771","0","1","016","1","066","0.5","0.9183","1","1","0","RareOrAllographCandidate"
"380","829","3","0.000166","0.974784","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0.9183","","0","892","0.6667","0","0","0.9183","0","RareOrAllographCandidate"
"381","839","3","0.000166","0.97495","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0.2764","0","0","","0","900","1","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"382","843","3","0.000166","0.975116","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0","0","0.3333","0.2764","0","1","","0","156","0.5","0.9183","1","0.9183","0","RareOrAllographCandidate"
"383","852","3","0.000166","0.975283","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","1","","0","824","0.3333","0","0","0.9183","0","RareOrAllographCandidate"
"384","856","3","0.000166","0.975449","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.2764","0","0","368","1","001","1","0.9183","0.9183","1","0","RareOrAllographCandidate"
"385","865","3","0.000166","0.975615","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0.2764","1","0","685","0.3333","892","1","0.9183","1","0.9183","0","RareOrAllographCandidate"
"386","870","3","0.000166","0.975781","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","1","","0","002","0.3333","0","0.9183","0.9183","0","RareOrAllographCandidate"
"387","908","3","0.000166","0.975948","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4771","0","1","545","1","031","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"388","909","3","0.000166","0.976114","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.2764","1","0","540","0.5","095","1","0","0","1","0","RareOrAllographCandidate"
"389","956","3","0.000166","0.97628","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.5","0","0","0.5","0.4771","0","1","","0","411","0.5","0.9183","0.9183","1","0","RareOrAllographCandidate"
"390","020","2","0.000111","0.976391","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","031","1","","0","0","0","1","0","RareOrAllographCandidate"
"391","037","2","0.000111","0.976502","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","1","0","RareOrAllographCandidate"
"392","039","2","0.000111","0.976613","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","1","0","0","RareOrAllographCandidate"
"393","041","2","0.000111","0.976724","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.301","0","0","705","1","742","1","0","0","1","0","RareOrAllographCandidate"
"394","042","2","0.000111","0.976834","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","1","0","002","0.5","740","1","0","0","0","0","RareOrAllographCandidate"
"395","045","2","0.000111","0.976945","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","740","1","","0","1","1","1","0","RareOrAllographCandidate"
"396","059","2","0.000111","0.977056","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","0","","0","032","1","0","0","0","0","RareOrAllographCandidate"
"397","073","2","0.000111","0.977167","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","","0","251","0.5","1","1","0","0","RareOrAllographCandidate"
"398","080","2","0.000111","0.977278","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","388","1","","0","0","0","1","0","RareOrAllographCandidate"
"399","082","2","0.000111","0.977389","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","350","1","132","0.5","1","1","0","0","RareOrAllographCandidate"
"400","092","2","0.000111","0.977499","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","625","0.5","561","0.5","1","1","1","0","RareOrAllographCandidate"
"401","094","2","0.000111","0.97761","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","1","0","220","0.5","740","1","1","1","1","0","RareOrAllographCandidate"
"402","099","2","0.000111","0.977721","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0","1","1","004","0.5","535","0.5","1","1","1","0","RareOrAllographCandidate"
"403","112","2","0.000111","0.977832","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"404","121","2","0.000111","0.977943","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","055","1","740","0.5","1","1","1","0","RareOrAllographCandidate"
"405","122","2","0.000111","0.978054","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","003","1","617","1","0","0","1","0","RareOrAllographCandidate"
"406","126","2","0.000111","0.978164","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","","0","700","0.5","0","0","1","0","RareOrAllographCandidate"
"407","128","2","0.000111","0.978275","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","702","0.5","390","0.5","0","0","1","0","RareOrAllographCandidate"
"408","133","2","0.000111","0.978386","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","384","1","031","0.5","1","1","1","0","RareOrAllographCandidate"
"409","148","2","0.000111","0.978497","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","1","0","794","0.5","","0","0","0","1","0","RareOrAllographCandidate"
"410","157","2","0.000111","0.978608","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","1","0","031","0.5","","0","0","0","0","0","RareOrAllographCandidate"
"411","178","2","0.000111","0.978719","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"412","191","2","0.000111","0.97883","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0","0","1","002","1","415","0.5","0","0","1","0","RareOrAllographCandidate"
"413","195","2","0.000111","0.97894","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","","0","125","0.5","1","1","1","0","RareOrAllographCandidate"
"414","205","2","0.000111","0.979051","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","740","1","1","1","0","0","RareOrAllographCandidate"
"415","217","2","0.000111","0.979162","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","1","","0","742","0.5","0","0","1","0","RareOrAllographCandidate"
"416","227","2","0.000111","0.979273","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","1","0","220","0.5","740","1","1","1","1","0","RareOrAllographCandidate"
"417","262","2","0.000111","0.979384","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","1","","0","615","0.5","1","1","1","0","RareOrAllographCandidate"
"418","266","2","0.000111","0.979495","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","0","628","1","740","1","0","1","1","0","RareOrAllographCandidate"
"419","277","2","0.000111","0.979605","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","255","0.5","031","0.5","0","0","0","0","RareOrAllographCandidate"
"420","281","2","0.000111","0.979716","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.5","0","0","0.5","0.301","0","0","","0","002","1","1","1","0","0","RareOrAllographCandidate"
"421","287","2","0.000111","0.979827","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0","1","1","034","0.5","002","0.5","0","1","0","0","RareOrAllographCandidate"
"422","291","2","0.000111","0.979938","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","1","0","690","0.5","002","1","1","1","1","0","RareOrAllographCandidate"
"423","294","2","0.000111","0.980049","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","1","0","350","0.5","","0","1","1","1","0","RareOrAllographCandidate"
"424","299","2","0.000111","0.98016","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","350","0.5","002","0.5","1","1","1","0","RareOrAllographCandidate"
"425","304","2","0.000111","0.98027","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","125","0.5","368","0.5","1","1","1","0","RareOrAllographCandidate"
"426","307","2","0.000111","0.980381","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","1","0","002","0.5","","0","1","1","0","0","RareOrAllographCandidate"
"427","309","2","0.000111","0.980492","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","350","1","165","0.5","0","0","0","0","RareOrAllographCandidate"
"428","311","2","0.000111","0.980603","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","243","0.5","031","0.5","1","1","0","0","RareOrAllographCandidate"
"429","328","2","0.000111","0.980714","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0","1","1","001","0.5","004","0.5","1","1","1","0","RareOrAllographCandidate"
"430","341","2","0.000111","0.980825","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"431","343","2","0.000111","0.980935","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","1","0","031","0.5","595","1","0","0","1","0","RareOrAllographCandidate"
"432","351","2","0.000111","0.981046","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","741","1","368","0.5","0","0","0","0","RareOrAllographCandidate"
"433","373","2","0.000111","0.981157","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","031","1","055","0.5","0","0","0","0","RareOrAllographCandidate"
"434","386","2","0.000111","0.981268","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.5","0","0","0.5","0.301","0","0","","0","740","1","0","1","0","0","RareOrAllographCandidate"
"435","402","2","0.000111","0.981379","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0.5","0.5","0","0","0","741","1","","0","1","1","1","0","RareOrAllographCandidate"
"436","410","2","0.000111","0.98149","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","017","1","","0","0","0","0","0","RareOrAllographCandidate"
"437","425","2","0.000111","0.981601","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","1","0","003","0.5","442","1","1","1","1","0","RareOrAllographCandidate"
"438","441","2","0.000111","0.981711","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","002","1","740","1","0","1","0","0","RareOrAllographCandidate"
"439","444","2","0.000111","0.981822","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","1","388","1","740","0.5","0","0","0","0","RareOrAllographCandidate"
"440","450","2","0.000111","0.981933","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0.5","0.5","0","0.301","1","0","575","0.5","745","1","0","0","1","0","RareOrAllographCandidate"
"441","457","2","0.000111","0.982044","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.301","0","0","740","1","002","1","1","1","1","0","RareOrAllographCandidate"
"442","475","2","0.000111","0.982155","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","005","1","806","0.5","1","1","1","0","RareOrAllographCandidate"
"443","479","2","0.000111","0.982266","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","749","1","0","0","0","0","RareOrAllographCandidate"
"444","483","2","0.000111","0.982376","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","1","0","233","0.5","740","1","0","0","0","0","RareOrAllographCandidate"
"445","492","2","0.000111","0.982487","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","0","0","015","1","004","1","1","1","1","0","RareOrAllographCandidate"
"446","494","2","0.000111","0.982598","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.301","0","0","615","1","003","1","1","1","1","0","RareOrAllographCandidate"
"447","517","2","0.000111","0.982709","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","0","0","032","1","892","1","1","1","0","0","RareOrAllographCandidate"
"448","528","2","0.000111","0.98282","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","","0","220","0.5","1","1","1","0","RareOrAllographCandidate"
"449","533","2","0.000111","0.982931","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","717","1","861","1","0","0","0","0","RareOrAllographCandidate"
"450","541","2","0.000111","0.983041","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","","0","500","0.5","1","1","1","0","RareOrAllographCandidate"
"451","570","2","0.000111","0.983152","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","1","0","RareOrAllographCandidate"
"452","579","2","0.000111","0.983263","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","250","1","0","1","0","0","RareOrAllographCandidate"
"453","586","2","0.000111","0.983374","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.5","0","0","0.5","0.301","0","0","","0","561","1","1","1","0","0","RareOrAllographCandidate"
"454","596","2","0.000111","0.983485","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","1","018","1","292","0.5","0","0","1","0","RareOrAllographCandidate"
"455","610","2","0.000111","0.983596","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","125","1","002","1","1","1","0","0","RareOrAllographCandidate"
"456","622","2","0.000111","0.983706","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","1","0","798","0.5","","0","1","1","0","0","RareOrAllographCandidate"
"457","627","2","0.000111","0.983817","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","615","0.5","220","0.5","1","1","1","0","RareOrAllographCandidate"
"458","647","2","0.000111","0.983928","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.301","0","0","892","1","741","1","1","1","0","0","RareOrAllographCandidate"
"459","680","2","0.000111","0.984039","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0.5","0.5","0","0.301","1","0","297","0.5","740","1","0","0","1","0","RareOrAllographCandidate"
"460","689","2","0.000111","0.98415","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","1","","0","880","0.5","0","0","0","0","RareOrAllographCandidate"
"461","721","2","0.000111","0.984261","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0","1","1","002","0.5","390","0.5","0","0","0","0","RareOrAllographCandidate"
"462","727","2","0.000111","0.984372","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","1","0","033","0.5","002","1","0","0","1","0","RareOrAllographCandidate"
"463","732","2","0.000111","0.984482","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","0","033","1","794","1","0","0","0","0","RareOrAllographCandidate"
"464","743","2","0.000111","0.984593","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","0","1","140","1","233","0.5","0","0","1","0","RareOrAllographCandidate"
"465","753","2","0.000111","0.984704","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"466","759","2","0.000111","0.984815","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","0","","0","741","1","1","1","0","0","RareOrAllographCandidate"
"467","767","2","0.000111","0.984926","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","220","1","368","0.5","1","1","1","0","RareOrAllographCandidate"
"468","770","2","0.000111","0.985037","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","1","235","1","740","0.5","1","1","1","0","RareOrAllographCandidate"
"469","780","2","0.000111","0.985147","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0.301","0","0","","0","368","1","0","0","1","0","RareOrAllographCandidate"
"470","781","2","0.000111","0.985258","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"471","783","2","0.000111","0.985369","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","004","1","740","1","0","0","0","0","RareOrAllographCandidate"
"472","785","2","0.000111","0.98548","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","220","0.5","895","0.5","0","1","1","0","RareOrAllographCandidate"
"473","795","2","0.000111","0.985591","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.301","0","0","400","1","060","1","1","1","1","0","RareOrAllographCandidate"
"474","810","2","0.000111","0.985702","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","033","0.5","595","0.5","0","0","0","0","RareOrAllographCandidate"
"475","813","2","0.000111","0.985812","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.301","1","1","033","0.5","595","0.5","1","1","1","0","RareOrAllographCandidate"
"476","814","2","0.000111","0.985923","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","1","0","084","0.5","002","1","0","0","0","0","RareOrAllographCandidate"
"477","818","2","0.000111","0.986034","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","0","","0","002","1","1","1","1","0","RareOrAllographCandidate"
"478","822","2","0.000111","0.986145","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0.5","0.5","0","0","0","140","1","","0","1","1","0","0","RareOrAllographCandidate"
"479","823","2","0.000111","0.986256","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","0","0","381","1","401","1","1","1","1","0","RareOrAllographCandidate"
"480","833","2","0.000111","0.986367","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","528","1","111","1","0","0","1","0","RareOrAllographCandidate"
"481","834","2","0.000111","0.986477","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0.301","0","1","","0","495","0.5","0","1","0","0","RareOrAllographCandidate"
"482","836","2","0.000111","0.986588","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.301","0","0","741","1","368","1","0","0","1","0","RareOrAllographCandidate"
"483","854","2","0.000111","0.986699","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","1","032","1","400","0.5","1","1","1","0","RareOrAllographCandidate"
"484","891","2","0.000111","0.98681","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","0","","0","060","1","0","0","0","0","RareOrAllographCandidate"
"485","896","2","0.000111","0.986921","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","154","1","0","0","0","0","RareOrAllographCandidate"
"486","901","2","0.000111","0.987032","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","620","1","861","0.5","0","0","1","0","RareOrAllographCandidate"
"487","913","2","0.000111","0.987143","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","005","1","","0","1","1","1","0","RareOrAllographCandidate"
"488","919","2","0.000111","0.987253","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0","140","1","520","1","0","0","1","0","RareOrAllographCandidate"
"489","928","2","0.000111","0.987364","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.301","0","0","","0","706","1","1","1","1","0","RareOrAllographCandidate"
"490","931","2","0.000111","0.987475","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","1","1","1","0","RareOrAllographCandidate"
"491","933","2","0.000111","0.987586","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.301","0","1","031","1","002","0.5","1","1","1","0","RareOrAllographCandidate"
"492","940","2","0.000111","0.987697","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","1","0","260","0.5","002","1","1","1","0","0","RareOrAllographCandidate"
"493","950","2","0.000111","0.987808","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","1","001","1","031","0.5","1","1","0","0","RareOrAllographCandidate"
"494","957","2","0.000111","0.987918","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"495","026","1","5.5E-05","0.987974","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","060","1","760","1","0","0","0","0","RareOrAllographCandidate"
"496","043","1","5.5E-05","0.988029","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"497","044","1","5.5E-05","0.988085","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"498","047","1","5.5E-05","0.98814","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"499","050","1","5.5E-05","0.988196","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","705","1","740","1","0","0","0","0","RareOrAllographCandidate"
"500","051","1","5.5E-05","0.988251","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","063","1","0","0","0","0","RareOrAllographCandidate"
"501","057","1","5.5E-05","0.988306","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","159","1","0","0","0","0","RareOrAllographCandidate"
"502","058","1","5.5E-05","0.988362","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"503","068","1","5.5E-05","0.988417","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","550","1","235","1","0","0","0","0","RareOrAllographCandidate"
"504","069","1","5.5E-05","0.988473","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"505","074","1","5.5E-05","0.988528","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","220","1","","0","0","0","0","0","RareOrAllographCandidate"
"506","075","1","5.5E-05","0.988583","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","235","1","520","1","0","0","0","0","RareOrAllographCandidate"
"507","083","1","5.5E-05","0.988639","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","235","1","740","1","0","0","0","0","RareOrAllographCandidate"
"508","084","1","5.5E-05","0.988694","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","814","1","0","0","0","0","RareOrAllographCandidate"
"509","085","1","5.5E-05","0.98875","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","792","1","0","0","0","0","RareOrAllographCandidate"
"510","102","1","5.5E-05","0.988805","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","792","1","0","0","0","0","RareOrAllographCandidate"
"511","106","1","5.5E-05","0.988861","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","741","1","","0","0","0","0","0","RareOrAllographCandidate"
"512","107","1","5.5E-05","0.988916","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"513","113","1","5.5E-05","0.988971","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"514","115","1","5.5E-05","0.989027","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","550","1","032","1","0","0","0","0","RareOrAllographCandidate"
"515","116","1","5.5E-05","0.989082","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","032","1","","0","0","0","0","0","RareOrAllographCandidate"
"516","119","1","5.5E-05","0.989138","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","368","1","0","0","0","0","RareOrAllographCandidate"
"517","123","1","5.5E-05","0.989193","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","065","1","0","0","0","0","RareOrAllographCandidate"
